"prodcodeid","dmdid","bnfcode","termfromemis","dmdproductdescription","bnfname","productname","dmdlevel","vpid","atc","formulation","routeofadministration","drugsubstancename","substancestrength","category","term"
"4815341000033113","15358411000001102","0302000K0BBANBA","pulmicort 200micrograms/dose inhaler cfc free (astrazeneca uk ltd)","pulmicort 200micrograms/dose inhaler cfc free (astrazeneca uk ltd)","pulmicort 200micrograms/dose inhaler cfc free","pulmicort 200micrograms/dose inhaler cfc free","AMP","15374611000001106","R03BA02","pressurised inhalation","inhalation","budesonide","200.000microgram/1.000dose","ics","Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)"
"4823241000033113","9004411000001108","0302000U0AAABAB","ciclesonide 160micrograms/dose inhaler cfc free","ciclesonide 160micrograms/dose inhaler cfc free","ciclesonide 160micrograms/dose inhaler cfc free","ciclesonide 160micrograms/dose inhaler cfc free","VMP","9004411000001108","R03BA08","pressurised inhalation","inhalation","ciclesonide","160.000microgram/1.000dose","ics","Ciclesonide 160micrograms/dose inhaler CFC free"
"4823341000033115","9004211000001109","0302000U0BBABAB","alvesco 160 inhaler (astrazeneca uk ltd)","alvesco 160 inhaler (covis pharma europe b.v.)","alvesco 160 inhaler","alvesco 160 inhaler","AMP","9004411000001108","R03BA08","pressurised inhalation","inhalation","ciclesonide","160.000microgram/1.000dose","ics","Alvesco 160 inhaler (AstraZeneca UK Ltd)"
"497341000033117","NA","NA","eformoterol fumarate breath-actuated inhaler 12 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba",NA
"497441000033111","NA","NA","eformoterol fumarate breath-actuated inhaler 6 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba",NA
"498041000033115","NA","NA","eformoterol fumarate dry powder for inhalation with inhaler device 12 micrograms","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba",NA
"5140041000033112","NA","NA","oxis turbuhaler 4.5 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba",NA
"5140141000033111","NA","NA","oxis turbuhaler 9 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba",NA
"5140541000033119","NA","NA","symbicort turbuhaler 80/4.5 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba-ics",NA
"5140741000033110","NA","NA","symbicort turbuhaler 160/4.5 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba-ics",NA
"5150141000033114","36564611000001104","0501030Z0AAAAAA","doxycycline 40mg modified-release capsules","doxycycline 40mg modified-release capsules","doxycycline 40mg modified-release capsules","doxycycline 40mg modified-release capsules","VMP","36564611000001104","J01AA02","modified-release capsule","oral","doxycycline monohydrate","40.000mg","abx","Doxycycline 40mg modified-release capsules"
"52841000033110","389311000001106","0501013B0BCAGAI","amoxil 125mg/1.25ml paediatric oral suspension (glaxosmithkline uk ltd)","amoxil 125mg/1.25ml paediatric oral suspension (glaxosmithkline uk ltd)","amoxil 125mg/1.25ml paediatric oral suspension","amoxil 125mg/1.25ml paediatric oral suspension","AMP","35368511000001109","J01CA04","oral suspension","oral","amoxicillin trihydrate","100.000mg/1.000ml","abx","Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)"
"534241000033118","36064711000001106","0501050C0AAAKAK","erythromycin 250mg gastro-resistant capsules","erythromycin 250mg gastro-resistant capsules","erythromycin 250mg gastro-resistant capsules","erythromycin 250mg gastro-resistant capsules","VMP","36064711000001106","J01FA01","gastro-resistant capsule","oral","erythromycin","250.000mg","abx","Erythromycin 250mg gastro-resistant capsules"
"536141000033119","294211000001105","0501050H0BDANAL","erythroped pi sf 125mg/5ml oral suspension (advanz pharma)","erythroped pi sf 125mg/5ml oral suspension (advanz pharma)","erythroped pi sf 125mg/5ml oral suspension","erythroped pi sf 125mg/5ml oral suspension","AMP","36564711000001108","J01FA01","oral suspension","oral","erythromycin ethyl succinate","25.000mg/1.000ml","abx","Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)"
"536941000033117","324180003","0501050N0AAAAAA","erythromycin stearate 250mg tablets","erythromycin stearate 250mg tablets","erythromycin stearate 250mg tablets","erythromycin stearate 250mg tablets","VMP","324180003","J01FA01","tablet","oral","erythromycin stearate","250.000mg","abx","Erythromycin stearate 250mg tablets"
"537241000033112","178911000001100","0501050H0BDAPAN","erythroped forte sf 500mg/5ml oral suspension (advanz pharma)","erythroped forte sf 500mg/5ml oral suspension (advanz pharma)","erythroped forte sf 500mg/5ml oral suspension","erythroped forte sf 500mg/5ml oral suspension","AMP","39107211000001106","J01FA01","oral suspension","oral","erythromycin ethyl succinate","100.000mg/1.000ml","abx","Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)"
"537341000033119","108811000001104","0501050H0BDAMAM","erythroped sf 250mg/5ml oral suspension (advanz pharma)","erythroped sf 250mg/5ml oral suspension (advanz pharma)","erythroped sf 250mg/5ml oral suspension","erythroped sf 250mg/5ml oral suspension","AMP","39107311000001103","J01FA01","oral suspension","oral","erythromycin ethyl succinate","50.000mg/1.000ml","abx","Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)"
"537441000033113","36564711000001108","0501050H0AAALAL","erythromycin ethyl succinate 125mg/5ml oral suspension sugar free","erythromycin ethyl succinate 125mg/5ml oral suspension sugar free","erythromycin ethyl succinate 125mg/5ml susp sugar free","erythromycin ethyl succinate 125mg/5ml oral suspension sugar free","VMP","36564711000001108","J01FA01","oral suspension","oral","erythromycin ethyl succinate","25.000mg/1.000ml","abx","Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free"
"537541000033114","39107311000001103","0501050H0AAAMAM","erythromycin ethyl succinate 250mg/5ml oral suspension sugar free","erythromycin ethyl succinate 250mg/5ml oral suspension sugar free","erythromycin ethyl succinate 250mg/5ml susp sugar free","erythromycin ethyl succinate 250mg/5ml oral suspension sugar free","VMP","39107311000001103","J01FA01","oral suspension","oral","erythromycin ethyl succinate","50.000mg/1.000ml","abx","Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free"
"537641000033110","324232005","0501050H0AAAAAA","erythromycin ethyl succinate 125mg/5ml oral suspension","erythromycin ethyl succinate 125mg/5ml oral suspension","erythromycin ethyl succinate 125mg/5ml oral suspension","erythromycin ethyl succinate 125mg/5ml oral suspension","VMP","324232005","J01FA01","oral suspension","oral","erythromycin ethyl succinate","25.000mg/1.000ml","abx","Erythromycin ethyl succinate 125mg/5ml oral suspension"
"537741000033118","324233000","0501050H0AAABAB","erythromycin ethyl succinate 250mg/5ml oral suspension","erythromycin ethyl succinate 250mg/5ml oral suspension","erythromycin ethyl succinate 250mg/5ml oral suspension","erythromycin ethyl succinate 250mg/5ml oral suspension","VMP","324233000","J01FA01","oral suspension","oral","erythromycin ethyl succinate","50.000mg/1.000ml","abx","Erythromycin ethyl succinate 250mg/5ml oral suspension"
"537841000033111","324234006","0501050H0AAACAC","erythromycin ethyl succinate 500mg/5ml oral suspension","erythromycin ethyl succinate 500mg/5ml oral suspension","erythromycin ethyl succinate 500mg/5ml oral suspension","erythromycin ethyl succinate 500mg/5ml oral suspension","VMP","324234006","J01FA01","oral suspension","oral","erythromycin ethyl succinate","100.000mg/1.000ml","abx","Erythromycin ethyl succinate 500mg/5ml oral suspension"
"537941000033115","39107211000001106","0501050H0AAANAN","erythromycin ethyl succinate 500mg/5ml oral suspension sugar free","erythromycin ethyl succinate 500mg/5ml oral suspension sugar free","erythromycin ethyl succinate 500mg/5ml susp sugar free","erythromycin ethyl succinate 500mg/5ml oral suspension sugar free","VMP","39107211000001106","J01FA01","oral suspension","oral","erythromycin ethyl succinate","100.000mg/1.000ml","abx","Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free"
"538841000033112","324179001","0501050H0AAAEAE","erythromycin ethyl succinate 500mg tablets","erythromycin ethyl succinate 500mg tablets","erythromycin ethyl succinate 500mg tablets","erythromycin ethyl succinate 500mg tablets","VMP","324179001","J01FA01","tablet","oral","erythromycin ethyl succinate","500.000mg","abx","Erythromycin ethyl succinate 500mg tablets"
"5393141000033116","13533511000001104","0301011R0BXAACB","salbulin novolizer 100micrograms/dose inhalation powder (mylan)","salbulin novolizer 100micrograms/dose inhalation powder (viatris uk healthcare ltd)","salbulin novolizer 100micrograms/dose inhalation powder","salbulin novolizer 100micrograms/dose inhalation powder","AMP","13566211000001103","R03AC02","inhalation powder","inhalation","salbutamol sulfate","100.000microgram/1.000dose","saba","Salbulin Novolizer 100micrograms/dose inhalation powder (Viatris UK Healthcare Ltd)"
"5393241000033111","13533711000001109","0301011R0BXABCC","salbulin novolizer 100micrograms/dose inhalation powder refill (mylan)","salbulin novolizer 100micrograms/dose inhalation powder refill (viatris uk healthcare ltd)","salbulin novolizer 100micrograms/dose inhalation pdr refill","salbulin novolizer 100micrograms/dose inhalation powder refill","AMP","13566111000001109","R03AC02","inhalation powder","inhalation","salbutamol sulfate","100.000microgram/1.000dose","saba","Salbulin Novolizer 100micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd)"
"5393341000033118","8031811000001102","0302000K0BFAAAV","budelin novolizer 200micrograms/dose inhalation powder (mylan)","budelin novolizer 200micrograms/dose inhalation powder (viatris uk healthcare ltd)","budelin novolizer 200micrograms/dose inhalation powder","budelin novolizer 200micrograms/dose inhalation powder","AMP","8024611000001102","R03BA02","inhalation powder","inhalation","budesonide","200.000microgram/1.000dose","ics","Budelin Novolizer 200micrograms/dose inhalation powder (Viatris UK Healthcare Ltd)"
"5393441000033112","9111811000001100","0302000K0BFABAW","budelin novolizer 200micrograms/dose inhalation powder refill (mylan)","budelin novolizer 200micrograms/dose inhalation powder refill (viatris uk healthcare ltd)","budelin novolizer 200micrograms/dose inhalation pdr refill","budelin novolizer 200micrograms/dose inhalation powder refill","AMP","9117811000001107","R03BA02","inhalation powder","inhalation","budesonide","200.000microgram/1.000dose","ics","Budelin Novolizer 200micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd)"
"540141000033115","580811000001109","0501050H0BDAIAE","erythroped a 500mg tablets (advanz pharma)","erythroped a 500mg tablets (advanz pharma)","erythroped a 500mg tablets","erythroped a 500mg tablets","AMP","324179001","J01FA01","tablet","oral","erythromycin ethyl succinate","500.000mg","abx","Erythroped A 500mg tablets (Advanz Pharma)"
"55941000033112","234411000001104","0501013B0BCAEAS","amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd)","amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd)","amoxil 125mg/5ml syrup sucrose free","amoxil 125mg/5ml syrup sucrose free","AMP","35901911000001104","J01CA04","oral suspension","oral","amoxicillin trihydrate","25.000mg/1.000ml","abx","Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"56041000033119","689711000001103","0501013B0BCAFAT","amoxil 250mg/5ml syrup sucrose free (glaxosmithkline uk ltd)","amoxil 250mg/5ml syrup sucrose free (glaxosmithkline uk ltd)","amoxil 250mg/5ml syrup sucrose free","amoxil 250mg/5ml syrup sucrose free","AMP","39021911000001105","J01CA04","oral suspension","oral","amoxicillin trihydrate","50.000mg/1.000ml","abx","Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"563541000033110","NA","NA","fenoterol hydrobromide with extension aerosol inhalation 200 micrograms/puff","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saba","Fenoterol Hydrobromide With Extension Aerosol inhalation 200 micrograms/puff"
"567541000033119","4558411000001107","0301011F0AAAAAA","fenoterol 200micrograms/dose inhaler","fenoterol 200micrograms/dose inhaler","fenoterol 200micrograms/dose inhaler","fenoterol 200micrograms/dose inhaler","VMP","4558411000001107","R03AC04","pressurised inhalation","inhalation","fenoterol hydrobromide","200.000microgram/1.000dose","saba","Fenoterol 200micrograms/dose inhaler"
"567841000033117","NA","NA","fenoterol hydrobromide inhaler 100 micrograms/puff","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saba","Fenoterol Hydrobromide Inhaler 100 micrograms/puff"
"5697041000033116","7322211000001104","0501013K0AAAHAH","co-amoxiclav 125mg/31mg/5ml oral suspension","co-amoxiclav 125mg/31mg/5ml oral suspension","co-amoxiclav 125mg/31mg/5ml oral suspension","co-amoxiclav 125mg/31mg/5ml oral suspension","VMP","7322211000001104","J01CR02","oral suspension","oral","amoxicillin trihydrate/ potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","abx","Co-amoxiclav 125mg/31mg/5ml oral suspension"
"5697141000033117","7322311000001107","0501013K0AAAIAI","co-amoxiclav 250mg/62mg/5ml oral suspension","co-amoxiclav 250mg/62mg/5ml oral suspension","co-amoxiclav 250mg/62mg/5ml oral suspension","co-amoxiclav 250mg/62mg/5ml oral suspension","VMP","7322311000001107","J01CR02","oral suspension","oral","amoxicillin trihydrate/ potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","abx","Co-amoxiclav 250mg/62mg/5ml oral suspension"
"5707041000033111","17313711000001107","0301011X0AAAAAA","indacaterol 150microgram inhalation powder capsules with device","indacaterol 150microgram inhalation powder capsules with device","indacaterol 150microgram inhalation pdr caps with device","indacaterol 150microgram inhalation powder capsules with device","VMP","17313711000001107","R03AC18","inhalation powder","inhalation","indacaterol maleate","150.000microgram","laba","Indacaterol 150microgram inhalation powder capsules with device"
"5707141000033110","17313811000001104","0301011X0AAABAB","indacaterol 300microgram inhalation powder capsules with device","indacaterol 300microgram inhalation powder capsules with device","indacaterol 300microgram inhalation pdr caps with device","indacaterol 300microgram inhalation powder capsules with device","VMP","17313811000001104","R03AC18","inhalation powder","inhalation","indacaterol maleate","300.000microgram","laba","Indacaterol 300microgram inhalation powder capsules with device"
"5707241000033115","17300811000001109","0301011X0BBAAAA","onbrez breezhaler 150microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","onbrez breezhaler 150microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","onbrez breezhaler 150microgram inhalation pdr caps with dev","onbrez breezhaler 150microgram inhalation powder capsules with device","AMP","17313711000001107","R03AC18","inhalation powder","inhalation","indacaterol maleate","150.000microgram","laba","Onbrez Breezhaler 150microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)"
"5707341000033113","17299911000001102","0301011X0BBABAB","onbrez breezhaler 300microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","onbrez breezhaler 300microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","onbrez breezhaler 300microgram inhalation pdr caps with dev","onbrez breezhaler 300microgram inhalation powder capsules with device","AMP","17313811000001104","R03AC18","inhalation powder","inhalation","indacaterol maleate","300.000microgram","laba","Onbrez Breezhaler 300microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)"
"5747941000033119","4865011000001104","0501021L0AAANAN","cefalexin 125mg/5ml oral suspension sugar free","cefalexin 125mg/5ml oral suspension sugar free","cefalexin 125mg/5ml oral suspension sugar free","cefalexin 125mg/5ml oral suspension sugar free","VMP","4865011000001104","J01DB01","oral suspension","oral","cefalexin","25.000mg/1.000ml","abx","Cefalexin 125mg/5ml oral suspension sugar free"
"576741000033118","3184311000001107","0302000N0BBASAS","flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 100micrograms/dose accuhaler","flixotide 100micrograms/dose accuhaler","AMP","38897811000001101","R03BA05","inhalation powder","inhalation","fluticasone propionate","100.000microgram/1.000dose","ics","Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"576841000033111","3184911000001108","0302000N0BBATAT","flixotide 250micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 250micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 250micrograms/dose accuhaler","flixotide 250micrograms/dose accuhaler","AMP","36565411000001101","R03BA05","inhalation powder","inhalation","fluticasone propionate","250.000microgram/1.000dose","ics","Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"576941000033115","3183811000001101","0302000N0BBARAR","flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 50micrograms/dose accuhaler","flixotide 50micrograms/dose accuhaler","AMP","38897911000001106","R03BA05","inhalation powder","inhalation","fluticasone propionate","50.000microgram/1.000dose","ics","Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"577041000033119","3185211000001103","0302000N0BBAUAU","flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd)","flixotide 500micrograms/dose accuhaler","flixotide 500micrograms/dose accuhaler","AMP","38897711000001109","R03BA05","inhalation powder","inhalation","fluticasone propionate","500.000microgram/1.000dose","ics","Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"5811241000033111","38895411000001109","0302000R0AAAAAA","mometasone 200micrograms/dose dry powder inhaler","mometasone 200micrograms/dose dry powder inhaler","mometasone 200micrograms/dose dry powder inhaler","mometasone 200micrograms/dose dry powder inhaler","VMP","38895411000001109","R03BA07","inhalation powder","inhalation","mometasone furoate","200.000microgram/1.000dose","ics","Mometasone 200micrograms/dose dry powder inhaler"
"5811341000033118","38895611000001107","0302000R0AAACAC","mometasone 400micrograms/dose dry powder inhaler","mometasone 400micrograms/dose dry powder inhaler","mometasone 400micrograms/dose dry powder inhaler","mometasone 400micrograms/dose dry powder inhaler","VMP","38895611000001107","R03BA07","inhalation powder","inhalation","mometasone furoate","400.000microgram/1.000dose","ics","Mometasone 400micrograms/dose dry powder inhaler"
"5811441000033112","4045711000001107","0302000R0BBAAAA","asmanex 200micrograms/dose twisthaler (organon pharma (uk) ltd)","asmanex 200micrograms/dose twisthaler (organon pharma (uk) ltd)","asmanex 200micrograms/dose twisthaler","asmanex 200micrograms/dose twisthaler","AMP","38895411000001109","R03BA07","inhalation powder","inhalation","mometasone furoate","200.000microgram/1.000dose","ics","Asmanex 200micrograms/dose Twisthaler (Organon Pharma (UK) Ltd)"
"5811541000033113","4043811000001103","0302000R0BBACAC","asmanex 400micrograms/dose twisthaler (organon pharma (uk) ltd)","asmanex 400micrograms/dose twisthaler (organon pharma (uk) ltd)","asmanex 400micrograms/dose twisthaler","asmanex 400micrograms/dose twisthaler","AMP","38895611000001107","R03BA07","inhalation powder","inhalation","mometasone furoate","400.000microgram/1.000dose","ics","Asmanex 400micrograms/dose Twisthaler (Organon Pharma (UK) Ltd)"
"581241000033110","3098611000001101","0302000N0BBACAC","flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 100microgram disks with diskhaler","flixotide 100microgram disks with diskhaler","AMP","36059311000001100","R03BA05","inhalation powder","inhalation","fluticasone propionate","100.000microgram","ics","Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"581341000033117","3106311000001102","0302000N0BBAEAE","flixotide 250microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 250microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 250microgram disks with diskhaler","flixotide 250microgram disks with diskhaler","AMP","36059411000001107","R03BA05","inhalation powder","inhalation","fluticasone propionate","250.000microgram","ics","Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"581441000033111","3097711000001109","0302000N0BBAAAA","flixotide 50microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 50microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 50microgram disks with diskhaler","flixotide 50microgram disks with diskhaler","AMP","36059911000001104","R03BA05","inhalation powder","inhalation","fluticasone propionate","50.000microgram","ics","Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"581841000033114","3108411000001105","0302000N0BBAPAP","flixotide 500microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 500microgram disks with diskhaler (glaxosmithkline uk ltd)","flixotide 500microgram disks with diskhaler","flixotide 500microgram disks with diskhaler","AMP","36059711000001101","R03BA05","inhalation powder","inhalation","fluticasone propionate","500.000microgram","ics","Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"585741000033118","4856011000001103","0302000N0BBAGAG","flixotide 25micrograms/dose inhaler (glaxosmithkline uk ltd)","flixotide 25micrograms/dose inhaler (glaxosmithkline uk ltd)","flixotide 25micrograms/dose inhaler","flixotide 25micrograms/dose inhaler","AMP","36059111000001102","R03BA05","pressurised inhalation","inhalation","fluticasone propionate","25.000microgram/1.000dose","ics","Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)"
"586041000033113","36059111000001102","0302000N0AAAGAG","fluticasone 25micrograms/dose inhaler","fluticasone 25micrograms/dose inhaler","fluticasone 25micrograms/dose inhaler","fluticasone 25micrograms/dose inhaler","VMP","36059111000001102","R03BA05","pressurised inhalation","inhalation","fluticasone propionate","25.000microgram/1.000dose","ics","Fluticasone 25micrograms/dose inhaler"
"590841000033115","3099611000001105","0302000N0BBADAD","flixotide 100microgram disks (glaxosmithkline uk ltd)","flixotide 100microgram disks (glaxosmithkline uk ltd)","flixotide 100microgram disks","flixotide 100microgram disks","AMP","36059211000001108","R03BA05","inhalation powder","inhalation","fluticasone propionate","100.000microgram","ics","Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)"
"590941000033111","3103511000001100","0302000N0BBAFAF","flixotide 250microgram disks (glaxosmithkline uk ltd)","flixotide 250microgram disks (glaxosmithkline uk ltd)","flixotide 250microgram disks","flixotide 250microgram disks","AMP","36059511000001106","R03BA05","inhalation powder","inhalation","fluticasone propionate","250.000microgram","ics","Flixotide 250microgram disks (GlaxoSmithKline UK Ltd)"
"591041000033118","3100811000001109","0302000N0BBABAB","flixotide 50microgram disks (glaxosmithkline uk ltd)","flixotide 50microgram disks (glaxosmithkline uk ltd)","flixotide 50microgram disks","flixotide 50microgram disks","AMP","36059811000001109","R03BA05","inhalation powder","inhalation","fluticasone propionate","50.000microgram","ics","Flixotide 50microgram disks (GlaxoSmithKline UK Ltd)"
"591141000033119","36059211000001108","0302000N0AAADAD","fluticasone propionate 100microgram inhalation powder blisters","fluticasone propionate 100microgram inhalation powder blisters","fluticasone propionate 100microgram inhalation pdr blist","fluticasone propionate 100microgram inhalation powder blisters","VMP","36059211000001108","R03BA05","inhalation powder","inhalation","fluticasone propionate","100.000microgram","ics","Fluticasone propionate 100microgram inhalation powder blisters"
"591241000033114","36059511000001106","0302000N0AAAFAF","fluticasone propionate 250microgram inhalation powder blisters","fluticasone propionate 250microgram inhalation powder blisters","fluticasone propionate 250microgram inhalation pdr blist","fluticasone propionate 250microgram inhalation powder blisters","VMP","36059511000001106","R03BA05","inhalation powder","inhalation","fluticasone propionate","250.000microgram","ics","Fluticasone propionate 250microgram inhalation powder blisters"
"591341000033116","36059811000001109","0302000N0AAABAB","fluticasone propionate 50microgram inhalation powder blisters","fluticasone propionate 50microgram inhalation powder blisters","fluticasone propionate 50microgram inhalation pdr blist","fluticasone propionate 50microgram inhalation powder blisters","VMP","36059811000001109","R03BA05","inhalation powder","inhalation","fluticasone propionate","50.000microgram","ics","Fluticasone propionate 50microgram inhalation powder blisters"
"591441000033110","3110511000001108","0302000N0BBAQAQ","flixotide 500microgram disks (glaxosmithkline uk ltd)","flixotide 500microgram disks (glaxosmithkline uk ltd)","flixotide 500microgram disks","flixotide 500microgram disks","AMP","36059611000001105","R03BA05","inhalation powder","inhalation","fluticasone propionate","500.000microgram","ics","Flixotide 500microgram disks (GlaxoSmithKline UK Ltd)"
"591541000033111","36059611000001105","0302000N0AAAQAQ","fluticasone propionate 500microgram inhalation powder blisters","fluticasone propionate 500microgram inhalation powder blisters","fluticasone propionate 500microgram inhalation pdr blist","fluticasone propionate 500microgram inhalation powder blisters","VMP","36059611000001105","R03BA05","inhalation powder","inhalation","fluticasone propionate","500.000microgram","ics","Fluticasone propionate 500microgram inhalation powder blisters"
"5917241000033112","17674711000001106","0303030B0AAAAAA","roflumilast 500microgram tablets","roflumilast 500microgram tablets","roflumilast 500microgram tablets","roflumilast 500microgram tablets","VMP","17674711000001106","R03DX07","tablet","oral","roflumilast","500.000microgram","pde4i","Roflumilast 500microgram tablets"
"5917641000033110","17669411000001109","0303030B0BBAAAA","daxas 500microgram tablets (astrazeneca uk ltd)","daxas 500microgram tablets (astrazeneca uk ltd)","daxas 500microgram tablets","daxas 500microgram tablets","AMP","17674711000001106","R03DX07","tablet","oral","roflumilast","500.000microgram","pde4i","Daxas 500microgram tablets (AstraZeneca UK Ltd)"
"5990141000033115","17872811000001100","0603020X0AAAEAE","prednisone 1mg modified-release tablets","prednisone 1mg modified-release tablets","prednisone 1mg modified-release tablets","prednisone 1mg modified-release tablets","VMP","17872811000001100","H02AB07","modified-release tablet","oral","prednisone","1.000mg","ocs","Prednisone 1mg modified-release tablets"
"5990241000033110","17873211000001107","0603020X0AAAFAF","prednisone 2mg modified-release tablets","prednisone 2mg modified-release tablets","prednisone 2mg modified-release tablets","prednisone 2mg modified-release tablets","VMP","17873211000001107","H02AB07","modified-release tablet","oral","prednisone","2.000mg","ocs","Prednisone 2mg modified-release tablets"
"5990341000033117","17873811000001108","0603020X0AAAGAG","prednisone 5mg modified-release tablets","prednisone 5mg modified-release tablets","prednisone 5mg modified-release tablets","prednisone 5mg modified-release tablets","VMP","17873811000001108","H02AB07","modified-release tablet","oral","prednisone","5.000mg","ocs","Prednisone 5mg modified-release tablets"
"599641000033111","3206811000001109","0301011E0BBAAAA","foradil 12microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","foradil 12microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","foradil 12microgram inhalation powder capsules with device","foradil 12microgram inhalation powder capsules with device","AMP","12626211000001108","R03AC13","inhalation powder","inhalation","formoterol fumarate dihydrate","12.000microgram","laba","Foradil 12microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)"
"6456541000033118","19568411000001100","0301011U0BEAAAH","neovent 25micrograms/dose inhaler cfc free (kent pharma (uk) ltd)","neovent 25micrograms/dose inhaler cfc free (kent pharma (uk) ltd)","neovent 25micrograms/dose inhaler cfc free (kent pharm)","neovent 25micrograms/dose inhaler cfc free","AMP","10075611000001101","R03AC12","pressurised inhalation","inhalation","salmeterol xinafoate","25.000microgram/1.000dose","laba","Neovent 25micrograms/dose inhaler CFC free (Kent Pharma (UK) Ltd)"
"772541000033111","36049411000001105","0301020I0AAADAD","ipratropium bromide 40micrograms/dose inhaler","ipratropium bromide 40micrograms/dose inhaler","ipratropium bromide 40micrograms/dose inhaler","ipratropium bromide 40micrograms/dose inhaler","VMP","36049411000001105","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","40.000microgram/1.000dose","sama","Ipratropium bromide 40micrograms/dose inhaler"
"772641000033112","36049311000001103","0301020I0AAAAAA","ipratropium bromide 20micrograms/dose inhaler","ipratropium bromide 20micrograms/dose inhaler","ipratropium bromide 20micrograms/dose inhaler","ipratropium bromide 20micrograms/dose inhaler","VMP","36049311000001103","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","20.000microgram/1.000dose","sama","Ipratropium bromide 20micrograms/dose inhaler"
"772841000033113","36049211000001106","0301020I0AAAGAG","ipratropium bromide 20micrograms/dose breath actuated inhaler","ipratropium bromide 20micrograms/dose breath actuated inhaler","ipratropium bromide 20micrograms/dose ba inhaler","ipratropium bromide 20micrograms/dose breath actuated inhaler","VMP","36049211000001106","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","20.000microgram/1.000dose","sama","Ipratropium bromide 20micrograms/dose breath actuated inhaler"
