"prodcodeid","termfromemis","groups","term"
"12364641000033110","trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (chiesi ltd)",8,"Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)"
"2509441000033112","*prednisolone granules",9,NA
"2509541000033113","*prednisolone liquid",9,"*Prednisolone Liquid"
"2509741000033117","*prednisolone pills (sucrose)",9,"*Prednisolone Pills (Sucrose)"
"2509641000033114","*prednisolone powder",9,NA
"2509341000033118","*prednisolone tablets",9,"*Prednisolone Tablets"
"429141000033119","decortisyl tablets 5 mg",9,"Decortisyl Tablets 5 mg"
"431541000033114","deltacortril 2.5mg gastro-resistant tablets (alliance pharmaceuticals ltd)",9,"Deltacortril 2.5mg gastro-resistant tablets (Phoenix Labs Ltd)"
"431641000033110","deltacortril 5mg gastro-resistant tablets (alliance pharmaceuticals ltd)",9,"Deltacortril 5mg gastro-resistant tablets (Phoenix Labs Ltd)"
"429441000033110","deltastab tablets 1 mg",9,"Deltastab Tablets 1 mg"
"429541000033111","deltastab tablets 5 mg",9,"Deltastab Tablets 5 mg"
"8494441000033110","dilacort 2.5mg gastro-resistant tablets (crescent pharma ltd)",9,"Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)"
"8494541000033111","dilacort 5mg gastro-resistant tablets (crescent pharma ltd)",9,"Dilacort 5mg gastro-resistant tablets (Crescent Pharma Ltd)"
"10212641000033118","pevanti 10mg tablets (advanz pharma)",9,"Pevanti 10mg tablets (Advanz Pharma)"
"10212441000033115","pevanti 2.5mg tablets (advanz pharma)",9,"Pevanti 2.5mg tablets (Advanz Pharma)"
"10212741000033110","pevanti 20mg tablets (advanz pharma)",9,"Pevanti 20mg tablets (Advanz Pharma)"
"10212941000033113","pevanti 25mg tablets (advanz pharma)",9,"Pevanti 25mg tablets (Advanz Pharma)"
"10212541000033119","pevanti 5mg tablets (advanz pharma)",9,"Pevanti 5mg tablets (Advanz Pharma)"
"10212141000033111","prednisolone 10mg tablets",9,"Prednisolone 10mg tablets"
"10494341000033117","prednisolone 10mg/ml oral solution sugar free",9,"Prednisolone 10mg/ml oral solution sugar free"
"9119141000033118","prednisolone 15mg/5ml oral solution",9,"Prednisolone 15mg/5ml oral solution"
"11507841000033115","prednisolone 1mg gastro-resistant tablets",9,"Prednisolone 1mg gastro-resistant tablets"
"1131741000033117","prednisolone 1mg tablets",9,"Prednisolone 1mg tablets"
"1114241000033116","prednisolone 2.5mg gastro-resistant tablets",9,"Prednisolone 2.5mg gastro-resistant tablets"
"1131841000033110","prednisolone 2.5mg tablets",9,"Prednisolone 2.5mg tablets"
"10212341000033114","prednisolone 20mg tablets",9,"Prednisolone 20mg tablets"
"1130741000033110","prednisolone 25mg tablets",9,"Prednisolone 25mg tablets"
"11664841000033116","prednisolone 30mg tablets",9,"Prednisolone 30mg tablets"
"1114341000033114","prednisolone 5mg gastro-resistant tablets",9,"Prednisolone 5mg gastro-resistant tablets"
"1127341000033111","prednisolone 5mg soluble tablets",9,"Prednisolone 5mg soluble tablets"
"1131941000033119","prednisolone 5mg tablets",9,"Prednisolone 5mg tablets"
"10266841000033117","prednisolone 5mg/5ml oral solution unit dose",9,"Prednisolone 5mg/5ml oral solution unit dose"
"1130841000033117","prednisolone steaglate tablets 6.65 mg",9,"Prednisolone Steaglate Tablets 6.65 mg"
"5990141000033115","prednisone 1mg modified-release tablets",9,"Prednisone 1mg modified-release tablets"
"5990241000033110","prednisone 2mg modified-release tablets",9,"Prednisone 2mg modified-release tablets"
"5990341000033117","prednisone 5mg modified-release tablets",9,"Prednisone 5mg modified-release tablets"
"1132041000033113","prednisone tablets 1 mg",9,"Prednisone Tablets 1 mg"
"1132141000033112","prednisone tablets 5 mg",9,"Prednisone Tablets 5 mg"
"2494441000033116","*penicillin granules",10,"*Penicillin Granules"
"2494541000033115","*penicillin liquid",10,NA
"2494741000033111","*penicillin pills (sucrose)",10,NA
"2494641000033119","*penicillin powder",10,NA
"2494341000033110","*penicillin tablets",10,"*Penicillin Tablets"
"3079841000033112","amoxicillin 125mg/1.25ml oral suspension paediatric",10,"Amoxicillin 125mg/1.25ml oral suspension paediatric"
"3079641000033111","amoxicillin 125mg/5ml oral suspension",10,"Amoxicillin 125mg/5ml oral suspension"
"3080041000033117","amoxicillin 125mg/5ml oral suspension sugar free",10,"Amoxicillin 125mg/5ml oral suspension sugar free"
"3079141000033118","amoxicillin 250mg capsules",10,"Amoxicillin 250mg capsules"
"3079741000033119","amoxicillin 250mg/5ml oral suspension",10,"Amoxicillin 250mg/5ml oral suspension"
"3080141000033118","amoxicillin 250mg/5ml oral suspension sugar free",10,"Amoxicillin 250mg/5ml oral suspension sugar free"
"3079941000033116","amoxicillin 3g oral powder sachets sugar free",10,"Amoxicillin 3g oral powder sachets sugar free"
"3079241000033113","amoxicillin 500mg capsules",10,"Amoxicillin 500mg capsules"
"52841000033110","amoxil 125mg/1.25ml paediatric oral suspension (glaxosmithkline uk ltd)",10,"Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)"
"55941000033112","amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd)",10,"Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"44041000033113","amoxil 250mg capsules (glaxosmithkline uk ltd)",10,"Amoxil 250mg capsules (GlaxoSmithKline UK Ltd)"
"56041000033119","amoxil 250mg/5ml syrup sucrose free (glaxosmithkline uk ltd)",10,"Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"44141000033112","amoxil 500mg capsules (glaxosmithkline uk ltd)",10,"Amoxil 500mg capsules (GlaxoSmithKline UK Ltd)"
"46841000033112","amoxil dispersible tablets 500 mg",10,"Amoxil Dispersible tablets 500 mg"
"47241000033111","amoxil fiztabs 125 mg",10,"Amoxil Fiztabs 125 mg"
"47341000033118","amoxil fiztabs 250 mg",10,"Amoxil Fiztabs 250 mg"
"47441000033112","amoxil fiztabs 500 mg",10,"Amoxil Fiztabs 500 mg"
"54041000033110","amoxil sachets sf 750 mg",10,"Amoxil Sachets sf 750 mg"
"52041000033115","ampicillin 125mg/5ml oral suspension",10,"Ampicillin 125mg/5ml oral suspension"
"44441000033116","ampicillin 250mg capsules",10,"Ampicillin 250mg capsules"
"52141000033116","ampicillin 250mg/5ml oral suspension",10,"Ampicillin 250mg/5ml oral suspension"
"44541000033115","ampicillin 500mg capsules",10,"Ampicillin 500mg capsules"
"53341000033114","ampicillin paediatric suspension 125 mg/1.25 ml",10,"Ampicillin Paediatric suspension 125 mg/1.25 ml"
"53441000033115","ampicillin paediatric tablets 125 mg",10,"Ampicillin Paediatric tablets 125 mg"
"56541000033112","ampicillin syrup 125 mg/5 ml",10,"Ampicillin Syrup 125 mg/5 ml"
"56641000033113","ampicillin syrup forte 250 mg/5 ml",10,"Ampicillin Syrup forte 250 mg/5 ml"
"1572541000033110","augmentin 1 g tablets",10,"Augmentin 1 G Tablets"
"94641000033110","augmentin 125/31 sf oral suspension (glaxosmithkline uk ltd)",10,"Augmentin 125/31 SF oral suspension (GlaxoSmithKline UK Ltd)"
"94741000033118","augmentin 250/62 sf oral suspension (glaxosmithkline uk ltd)",10,"Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd)"
"93141000033115","augmentin 375mg dispersible tablets (glaxosmithkline uk ltd)",10,"Augmentin 375mg dispersible tablets (GlaxoSmithKline UK Ltd)"
"94941000033115","augmentin 375mg tablets (glaxosmithkline uk ltd)",10,"Augmentin 375mg tablets (GlaxoSmithKline UK Ltd)"
"95041000033115","augmentin 625mg tablets (glaxosmithkline uk ltd)",10,"Augmentin 625mg tablets (GlaxoSmithKline UK Ltd)"
"93941000033118","augmentin junior suspension",10,"Augmentin Junior suspension"
"94441000033113","augmentin paediatric suspension",10,"Augmentin Paediatric suspension"
"5331141000033112","augmentin sr m/r tablets 1000 mg + 62.5 mg",10,NA
"95141000033116","augmentin tablets",10,"Augmentin Tablets"
"94841000033111","augmentin-duo 400/57 oral suspension (glaxosmithkline uk ltd)",10,"Augmentin-Duo 400/57 oral suspension (GlaxoSmithKline UK Ltd)"
"2890341000033112","avelox 400mg tablets (bayer plc)",10,"Avelox 400mg tablets (Bayer Plc)"
"98441000033116","azithromycin 200mg/5ml oral suspension",10,"Azithromycin 200mg/5ml oral suspension"
"96941000033113","azithromycin 250mg capsules",10,"Azithromycin 250mg capsules"
"3955441000033115","azithromycin 250mg tablets",10,"Azithromycin 250mg tablets"
"1572841000033112","azithromycin 500mg tablets",10,"Azithromycin 500mg tablets"
"230941000033110","cefaclor 125mg/5ml oral suspension",10,"Cefaclor 125mg/5ml oral suspension"
"230741000033112","cefaclor 125mg/5ml oral suspension sugar free",10,"Cefaclor 125mg/5ml oral suspension sugar free"
"220441000033115","cefaclor 250mg capsules",10,"Cefaclor 250mg capsules"
"231741000033119","cefaclor 250mg/5ml oral suspension",10,"Cefaclor 250mg/5ml oral suspension"
"230841000033119","cefaclor 250mg/5ml oral suspension sugar free",10,"Cefaclor 250mg/5ml oral suspension sugar free"
"227741000033114","cefaclor 375mg modified-release tablets",10,"Cefaclor 375mg modified-release tablets"
"219741000033111","cefaclor 500mg capsules",10,"Cefaclor 500mg capsules"
"227841000033116","cefaclor m/r tablets 500 mg",10,"Cefaclor M/R tablets 500 mg"
"231041000033117","cefadroxil 125mg/5ml oral suspension",10,"Cefadroxil 125mg/5ml oral suspension"
"231541000033110","cefadroxil 250mg/5ml oral suspension",10,"Cefadroxil 250mg/5ml oral suspension"
"220541000033119","cefadroxil 500mg capsules",10,"Cefadroxil 500mg capsules"
"231641000033111","cefadroxil 500mg/5ml oral suspension",10,"Cefadroxil 500mg/5ml oral suspension"
"3084441000033119","cefalexin 125mg/5ml oral suspension",10,"Cefalexin 125mg/5ml oral suspension"
"5747941000033119","cefalexin 125mg/5ml oral suspension sugar free",10,"Cefalexin 125mg/5ml oral suspension sugar free"
"3084041000033111","cefalexin 250mg capsules",10,"Cefalexin 250mg capsules"
"3084241000033115","cefalexin 250mg tablets",10,"Cefalexin 250mg tablets"
"3084541000033118","cefalexin 250mg/5ml oral suspension",10,"Cefalexin 250mg/5ml oral suspension"
"4373141000033119","cefalexin 250mg/5ml oral suspension sugar free",10,"Cefalexin 250mg/5ml oral suspension sugar free"
"3084141000033110","cefalexin 500mg capsules",10,"Cefalexin 500mg capsules"
"3084341000033113","cefalexin 500mg tablets",10,"Cefalexin 500mg tablets"
"3084641000033117","cefalexin 500mg/5ml oral suspension",10,"Cefalexin 500mg/5ml oral suspension"
"230041000033114","cefixime 100mg/5ml oral suspension",10,"Cefixime 100mg/5ml oral suspension"
"232741000033113","cefixime 200mg tablets",10,"Cefixime 200mg tablets"
"12395841000033112","cefixime 400mg tablets",10,"Cefixime 400mg tablets"
"3084741000033114","cefradine 250mg capsules",10,"Cefradine 250mg capsules"
"3085141000033111","cefradine 250mg/5ml oral solution",10,"Cefradine 250mg/5ml oral solution"
"3084841000033116","cefradine 500mg capsules",10,"Cefradine 500mg capsules"
"228941000033111","cefuroxime 125mg granules sachets",10,"Cefuroxime 125mg granules sachets"
"235441000033111","cefuroxime 125mg tablets",10,"Cefuroxime 125mg tablets"
"230141000033113","cefuroxime 125mg/5ml oral suspension",10,"Cefuroxime 125mg/5ml oral suspension"
"233041000033118","cefuroxime 250mg tablets",10,"Cefuroxime 250mg tablets"
"2831741000033110","cefuroxime tablets 500 mg",10,NA
"220741000033110","cephalexin capsules 250 mg",10,"Cephalexin Capsules 250 mg"
"220841000033117","cephalexin capsules 500 mg",10,NA
"221241000033111","cephalexin chewable tablets 125 mg",10,"Cephalexin Chewable tablets 125 mg"
"221341000033118","cephalexin chewable tablets 250 mg",10,"Cephalexin Chewable tablets 250 mg"
"227941000033112","cephalexin mixture 125 mg/5 ml",10,NA
"228041000033110","cephalexin mixture 250 mg/5 ml",10,NA
"228141000033114","cephalexin mixture 500mg/5 ml",10,NA
"228541000033117","cephalexin paediatric drops 125 mg/1.25 ml",10,"Cephalexin Paediatric drops 125 mg/1.25 ml"
"231141000033118","cephalexin suspension 125 mg/5 ml",10,NA
"231241000033113","cephalexin suspension 250 mg/5 ml",10,NA
"232041000033110","cephalexin syrup 125 mg/5 ml",10,NA
"232141000033114","cephalexin syrup 250 mg/5 ml",10,NA
"232241000033119","cephalexin syrup 500 mg/5 ml",10,NA
"232641000033116","cephalexin syrup 500mg/5 ml",10,"Cephalexin Syrup 500mg/5 ml"
"1581441000033111","cephalexin tablets 1 gram",10,"Cephalexin Tablets 1 gram"
"234941000033119","cephalexin tablets 250 mg",10,NA
"235041000033119","cephalexin tablets 500 mg",10,NA
"259341000033118","ciprofloxacin 100mg tablets",10,"Ciprofloxacin 100mg tablets"
"260241000033112","ciprofloxacin 250mg tablets",10,"Ciprofloxacin 250mg tablets"
"1582941000033113","ciprofloxacin 250mg/5ml oral suspension",10,"Ciprofloxacin 250mg/5ml oral suspension"
"3834741000033115","ciprofloxacin 3mg/g eye ointment",10,"Ciprofloxacin 3mg/g eye ointment"
"258841000033116","ciprofloxacin 500mg tablets",10,"Ciprofloxacin 500mg tablets"
"259041000033115","ciprofloxacin 750mg tablets",10,"Ciprofloxacin 750mg tablets"
"259441000033112","ciproxin 100mg tablets (bayer plc)",10,"Ciproxin 100mg tablets (Bayer Plc)"
"259641000033114","ciproxin 250mg tablets (bayer plc)",10,"Ciproxin 250mg tablets (Bayer Plc)"
"1582841000033117","ciproxin 250mg/5ml oral suspension (bayer plc)",10,"Ciproxin 250mg/5ml oral suspension (Bayer Plc)"
"258741000033114","ciproxin 500mg tablets (bayer plc)",10,"Ciproxin 500mg tablets (Bayer Plc)"
"258941000033112","ciproxin 750mg tablets (bayer plc)",10,"Ciproxin 750mg tablets (Bayer Plc)"
"3838541000033117","clarithromycin 125mg granules straws",10,"Clarithromycin 125mg granules straws"
"278241000033118","clarithromycin 125mg/5ml oral suspension",10,"Clarithromycin 125mg/5ml oral suspension"
"3838641000033116","clarithromycin 187.5mg granules straws",10,"Clarithromycin 187.5mg granules straws"
"282141000033118","clarithromycin 250mg granules sachets",10,"Clarithromycin 250mg granules sachets"
"3838741000033113","clarithromycin 250mg granules straws",10,"Clarithromycin 250mg granules straws"
"287441000033111","clarithromycin 250mg tablets",10,"Clarithromycin 250mg tablets"
"1830541000033112","clarithromycin 250mg/5ml oral suspension",10,"Clarithromycin 250mg/5ml oral suspension"
"277841000033115","clarithromycin 500mg modified-release tablets",10,"Clarithromycin 500mg modified-release tablets"
"285341000033110","clarithromycin 500mg tablets",10,"Clarithromycin 500mg tablets"
"330541000033110","co-amoxiclav 1000mg/200mg powder for solution for injection vials",10,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials"
"5697041000033116","co-amoxiclav 125mg/31mg/5ml oral suspension",10,"Co-amoxiclav 125mg/31mg/5ml oral suspension"
"366941000033113","co-amoxiclav 125mg/31mg/5ml oral suspension sugar free",10,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free"
"317741000033113","co-amoxiclav 250mg/125mg dispersible tablets sugar free",10,"Co-amoxiclav 250mg/125mg dispersible tablets sugar free"
"370041000033115","co-amoxiclav 250mg/125mg tablets",10,"Co-amoxiclav 250mg/125mg tablets"
"5697141000033117","co-amoxiclav 250mg/62mg/5ml oral suspension",10,"Co-amoxiclav 250mg/62mg/5ml oral suspension"
"367041000033114","co-amoxiclav 250mg/62mg/5ml oral suspension sugar free",10,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free"
"367541000033116","co-amoxiclav 400mg/57mg/5ml oral suspension sugar free",10,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free"
"330441000033114","co-amoxiclav 500mg/100mg powder for solution for injection vials",10,"Co-amoxiclav 500mg/100mg powder for solution for injection vials"
"370141000033116","co-amoxiclav 500mg/125mg tablets",10,"Co-amoxiclav 500mg/125mg tablets"
"1594141000033117","co-amoxiclav 875mg/125mg tablets",10,"Co-amoxiclav 875mg/125mg tablets"
"317241000033119","co-amoxiclav dispersible tablets",10,"Co-Amoxiclav Dispersible tablets"
"359141000033110","co-amoxiclav s/f junior suspension",10,"Co-Amoxiclav S/f junior suspension"
"359241000033115","co-amoxiclav s/f paediatric suspension",10,"Co-Amoxiclav S/f paediatric suspension"
"369241000033113","co-amoxiclav tablets",10,"Co-Amoxiclav Tablets"
"3089341000033112","doxycycline 100mg capsules",10,"Doxycycline 100mg capsules"
"3089441000033118","doxycycline 100mg dispersible tablets sugar free",10,"Doxycycline 100mg dispersible tablets sugar free"
"3089541000033117","doxycycline 20mg tablets",10,"Doxycycline 20mg tablets"
"5150141000033114","doxycycline 40mg modified-release capsules",10,"Doxycycline 40mg modified-release capsules"
"1603241000033119","doxycycline 50mg capsules",10,"Doxycycline 50mg capsules"
"7871241000033116","doxycycline 50mg/5ml oral suspension",10,"Doxycycline 50mg/5ml oral suspension"
"472341000033113","doxycycline capsules 100 mg",10,NA
"472541000033118","doxycycline capsules 50 mg",10,NA
"473641000033113","doxycycline dispersible tablets 100 mg",10,NA
"7860041000033110","doxycycline hyclate oral suspension 50 mg/5 ml",10,NA
"479441000033114","doxycycline syrup 50 mg/5 ml",10,"Doxycycline Syrup 50 mg/5 ml"
"481941000033110","doxycycline tablets 100 mg",10,"Doxycycline Tablets 100 mg"
"2637041000033111","doxycycline tablets 20 mg",10,NA
"534241000033118","erythromycin 250mg gastro-resistant capsules",10,"Erythromycin 250mg gastro-resistant capsules"
"1924941000033118","erythromycin 250mg gastro-resistant tablets",10,"Erythromycin 250mg gastro-resistant tablets"
"1846041000033116","erythromycin 40mg/ml / zinc acetate 12mg/ml lotion",10,"Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion"
"537641000033110","erythromycin ethyl succinate 125mg/5ml oral suspension",10,"Erythromycin ethyl succinate 125mg/5ml oral suspension"
"537441000033113","erythromycin ethyl succinate 125mg/5ml oral suspension sugar free",10,"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free"
"537741000033118","erythromycin ethyl succinate 250mg/5ml oral suspension",10,"Erythromycin ethyl succinate 250mg/5ml oral suspension"
"537541000033114","erythromycin ethyl succinate 250mg/5ml oral suspension sugar free",10,"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free"
"538841000033112","erythromycin ethyl succinate 500mg tablets",10,"Erythromycin ethyl succinate 500mg tablets"
"537841000033111","erythromycin ethyl succinate 500mg/5ml oral suspension",10,"Erythromycin ethyl succinate 500mg/5ml oral suspension"
"537941000033115","erythromycin ethyl succinate 500mg/5ml oral suspension sugar free",10,"Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free"
"534341000033111","erythromycin ethyl succinate granules 1 gram/sachet",10,"Erythromycin Ethyl Succinate Granules 1 gram/sachet"
"534441000033117","erythromycin ethyl succinate granules 125 mg/sachet",10,"Erythromycin Ethyl Succinate Granules 125 mg/sachet"
"534541000033116","erythromycin ethyl succinate granules 250 mg/sachet",10,"Erythromycin Ethyl Succinate Granules 250 mg/sachet"
"534641000033115","erythromycin ethyl succinate granules 500 mg/sachet",10,"Erythromycin Ethyl Succinate Granules 500 mg/sachet"
"535741000033113","erythromycin ethyl succinate mixture 125 mg/5 ml",10,"Erythromycin Ethyl Succinate Mixture 125 mg/5 ml"
"535841000033115","erythromycin ethyl succinate mixture 250 mg/5 ml",10,"Erythromycin Ethyl Succinate Mixture 250 mg/5 ml"
"535941000033111","erythromycin ethyl succinate mixture 500 mg/5 ml",10,"Erythromycin Ethyl Succinate Mixture 500 mg/5 ml"
"536241000033114","erythromycin paediatric suspension 125 mg/5 ml",10,"Erythromycin Paediatric suspension 125 mg/5 ml"
"536941000033117","erythromycin stearate 250mg tablets",10,"Erythromycin stearate 250mg tablets"
"13300741000033118","erythromycin stearate 500mg tablets",10,"Erythromycin stearate 500mg tablets"
"536841000033113","erythromycin stearate tablets 500 mg",10,"Erythromycin Stearate tablets 500 mg"
"538341000033115","erythromycin sugar free granules 250 mg/sachet",10,"Erythromycin Sugar free granules 250 mg/sachet"
"538541000033110","erythromycin sugar free suspension 125mg/5ml",10,"Erythromycin Sugar free suspension 125mg/5ml"
"538641000033111","erythromycin sugar free suspension 250mg/5ml",10,"Erythromycin Sugar free suspension 250mg/5ml"
"538441000033114","erythromycin suspension 250 mg/5 ml",10,"Erythromycin Suspension 250 mg/5 ml"
"537041000033116","erythromycin suspension 500 mg/5 ml",10,"Erythromycin Suspension 500 mg/5 ml"
"536741000033115","erythromycin tablets 250 mg",10,"Erythromycin Tablets 250 mg"
"540041000033119","erythromycin tablets 500 mg",10,"Erythromycin Tablets 500 mg"
"540141000033115","erythroped a 500mg tablets (advanz pharma)",10,"Erythroped A 500mg tablets (Advanz Pharma)"
"536541000033111","erythroped a sachets 1 gram/sachet",10,"Erythroped A Sachets 1 gram/sachet"
"537241000033112","erythroped forte sf 500mg/5ml oral suspension (advanz pharma)",10,"Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)"
"534741000033112","erythroped granules forte 500 mg/sachet",10,"Erythroped Granules forte 500 mg/sachet"
"536041000033118","erythroped p.i. sachets 125 mg/sachet",10,"Erythroped P.i. sachets 125 mg/sachet"
"536341000033116","erythroped p.i. suspension 125 mg/5 ml",10,"Erythroped P.i. suspension 125 mg/5 ml"
"536141000033119","erythroped pi sf 125mg/5ml oral suspension (advanz pharma)",10,"Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)"
"536441000033110","erythroped sachets 250 mg/sachet",10,"Erythroped Sachets 250 mg/sachet"
"537341000033119","erythroped sf 250mg/5ml oral suspension (advanz pharma)",10,"Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)"
"538241000033113","erythroped sugar free granules 250 mg/sachet",10,"Erythroped Sugar free granules 250 mg/sachet"
"537141000033117","erythroped suspension 250 mg/5 ml",10,"Erythroped Suspension 250 mg/5 ml"
"805741000033118","klaricid 250mg tablets (abbott laboratories ltd)",10,"Klaricid 250mg tablets (Abbott Laboratories Ltd)"
"805441000033113","klaricid 500 tablets (abbott laboratories ltd)",10,"Klaricid 500 tablets (Abbott Laboratories Ltd)"
"805341000033119","klaricid adult 250mg granules sachets (mylan)",10,"Klaricid Adult 250mg granules sachets (Viatris UK Healthcare Ltd)"
"805141000033117","klaricid paediatric 125mg/5ml oral suspension (mylan)",10,"Klaricid Paediatric 125mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"1830641000033113","klaricid paediatric 250mg/5ml oral suspension (mylan)",10,"Klaricid Paediatric 250mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"804941000033116","klaricid xl 500mg tablets (mylan)",10,"Klaricid XL 500mg tablets (Viatris UK Healthcare Ltd)"
"1626241000033115","levofloxacin 250mg tablets",10,"Levofloxacin 250mg tablets"
"1626341000033113","levofloxacin 500mg tablets",10,"Levofloxacin 500mg tablets"
"1626141000033110","levofloxacin 500mg/100ml solution for infusion vials",10,"Levofloxacin 500mg/100ml solution for infusion vials"
"857741000033118","magnapen 250mg/250mg capsules (wockhardt uk ltd)",10,"Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)"
"867741000033114","magnapen syrup (wockhardt uk ltd)",10,"Magnapen syrup (Wockhardt UK Ltd)"
"2890241000033119","moxifloxacin 400mg tablets",10,"Moxifloxacin 400mg tablets"
"1044541000033118","penicillin v capsules 250 mg",10,"Penicillin V Capsules 250 mg"
"1051141000033110","penicillin v elixir 125 mg/5 ml",10,NA
"1051241000033115","penicillin v elixir 250 mg/5 ml",10,NA
"1051341000033113","penicillin v elixir 62.5 mg/5 ml",10,"Penicillin V Elixir 62.5 mg/5 ml"
"1067741000033113","penicillin v tablets 250 mg",10,NA
"1064641000033111","penicillin vk tablets 250 mg",10,"Penicillin Vk Tablets 250 mg"
"3914841000033111","suprax capsules 400 mg",10,"Suprax Capsules 400 mg"
"1698741000033115","tavanic 250mg tablets (sanofi)",10,"Tavanic 250mg tablets (Sanofi)"
"1698841000033113","tavanic 500mg tablets (sanofi)",10,"Tavanic 500mg tablets (Sanofi)"
"1698641000033112","tavanic 500mg/100ml solution for infusion vials (sanofi)",10,"Tavanic 500mg/100ml solution for infusion vials (Sanofi)"
"1558241000033114","zinnat 125mg tablets (glaxosmithkline uk ltd)",10,"Zinnat 125mg tablets (GlaxoSmithKline UK Ltd)"
"1557041000033117","zinnat 125mg/5ml oral suspension (glaxosmithkline uk ltd)",10,"Zinnat 125mg/5ml oral suspension (GlaxoSmithKline UK Ltd)"
"1557341000033115","zinnat 250mg tablets (glaxosmithkline uk ltd)",10,"Zinnat 250mg tablets (GlaxoSmithKline UK Ltd)"
"1556241000033110","zinnat suspension 125mg granules sachets (glaxosmithkline uk ltd)",10,"Zinnat Suspension 125mg granules sachets (GlaxoSmithKline UK Ltd)"
"2831841000033117","zinnat tablets 500 mg",10,NA
"1557141000033118","zithromax 200mg/5ml oral suspension (pfizer ltd)",10,"Zithromax 200mg/5ml oral suspension (Pfizer Ltd)"
"1553141000033111","zithromax 250mg capsules (pfizer ltd)",10,"Zithromax 250mg capsules (Pfizer Ltd)"
"1713741000033116","zithromax 500mg tablets (pfizer ltd)",10,"Zithromax 500mg tablets (Pfizer Ltd)"
"8029141000033118","zithromax sd oral suspension 2 gram/unit dose",10,NA
