"prodcodeid","productname","groups","dmdid","formulation","routeofadministration","drugsubstancename","substancestrength","bnfchapter","drugissues","termfromemis","term"
"3164541000033111","Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler",7,"4378111000001103","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","400.000microgram/1.000dose + 12.000microgram/1.000dose","3020000",1000000,"budesonide 400micrograms/dose / formoterol 12micrograms/dose dry powder inhaler","Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler"
"230841000033119","Cefaclor 250mg/5ml oral suspension sugar free",13,"36134111000001106","Oral suspension","Oral","Cefaclor monohydrate","50.000mg/1.000ml","5010201",40000,"cefaclor 250mg/5ml oral suspension sugar free","Cefaclor 250mg/5ml oral suspension sugar free"
"1914941000033111","Fluticasone propionate 250microgram inhalation powder blisters with device",9,"36059411000001107","Inhalation powder","Inhalation","Fluticasone propionate","250.000microgram","NULL",10000,"fluticasone propionate 250microgram inhalation powder blisters with device","Fluticasone propionate 250microgram inhalation powder blisters with device"
"12635141000033117","Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler",7,"35647311000001101","  Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","NULL",2000,"flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)","Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)"
"12901741000033113","Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler",7,"36604711000001102","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","500.000microgram/1.000dose + 50.000microgram/1.000dose","NULL",4000,"stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (glenmark pharmaceuticals europe ltd)","Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"591541000033111","Fluticasone propionate 500microgram inhalation powder blisters",9,"36059611000001105","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram","3020000",20000,"fluticasone propionate 500microgram inhalation powder blisters","Fluticasone propionate 500microgram inhalation powder blisters"
"1419341000033114","Terbutaline 250micrograms/dose inhaler",1,"39113111000001105"," Pressurised inhalation","Inhalation","Terbutaline sulfate","250.000microgram/1.000dose","NULL",600000,"terbutaline 250micrograms/dose inhaler","Terbutaline 250micrograms/dose inhaler"
"3838541000033117","Clarithromycin 125mg granules straws",13,"9742311000001103","Granules","Oral","Clarithromycin","125.000mg","5010500",700,"clarithromycin 125mg granules straws","Clarithromycin 125mg granules straws"
"3084841000033116","Cefradine 500mg capsules",13,"323945005","Capsule","Oral","Cefradine","500.000mg","5010201",300000,"cefradine 500mg capsules","Cefradine 500mg capsules"
"1581441000033111","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",400,"cephalexin tablets 1 gram","Cephalexin Tablets 1 gram"
"220441000033115","Cefaclor 250mg capsules",13,"39735011000001107","Capsule","Oral","Cefaclor monohydrate","250.000mg","5010201",200000,"cefaclor 250mg capsules","Cefaclor 250mg capsules"
"3084741000033114","Cefradine 250mg capsules",13,"323944009","Capsule","Oral","Cefradine","250.000mg","5010201",500000,"cefradine 250mg capsules","Cefradine 250mg capsules"
"3871741000033119","Budesonide 400micrograms/dose dry powder inhaler",9,"35912711000001106","Inhalation powder","Inhalation","Budesonide","400.000microgram/1.000dose","3020000",800000,"budesonide 400micrograms/dose dry powder inhaler","Budesonide 400micrograms/dose dry powder inhaler"
"3164441000033110","Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler",7,"38896811000001103","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","3020000",3000000,"budesonide 200micrograms/dose / formoterol 6micrograms/dose dry powder inhaler","Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler"
"772641000033112","Ipratropium bromide 20micrograms/dose inhaler",4,"36049311000001103"," Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","3010200",900000,"ipratropium bromide 20micrograms/dose inhaler","Ipratropium bromide 20micrograms/dose inhaler"
"4815041000033111","Budesonide 100micrograms/dose inhaler CFC free",9,"14959511000001107"," Pressurised inhalation","Inhalation","Budesonide","100.000microgram/1.000dose","NULL",8000,"budesonide 100micrograms/dose inhaler cfc free","Budesonide 100micrograms/dose inhaler CFC free"
"3081441000033117","Beclometasone 200microgram inhalation powder blisters",9,"35908211000001104","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","NULL",100000,"beclometasone 200microgram inhalation powder blisters","Beclometasone 200microgram inhalation powder blisters"
"3082941000033115","Beclometasone 50micrograms/dose breath actuated inhaler CFC free",9,"35909311000001101"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000",50000,"beclometasone 50micrograms/dose breath actuated inhaler cfc free","Beclometasone 50micrograms/dose breath actuated inhaler CFC free"
"2793641000033110","Tiotropium bromide 18microgram inhalation powder capsules",10,"9478911000001107","Inhalation powder","Inhalation","Tiotropium bromide","18.000microgram","3010200",8000000,"tiotropium bromide 18microgram inhalation powder capsules","Tiotropium bromide 18microgram inhalation powder capsules"
"330541000033110","Co-amoxiclav 1000mg/200mg powder for solution for injection vials",13,"323568005","Powder for solution for injection","Intravenous","Amoxicillin sodium/ Potassium clavulanate","1000.000mg + 200.000mg","5010103",400,"co-amoxiclav 1000mg/200mg powder for solution for injection vials","Co-amoxiclav 1000mg/200mg powder for solution for injection vials"
"231041000033117","Cefadroxil 125mg/5ml oral suspension",13,"323811004","Oral suspension","Oral","Cefadroxil monohydrate","25.000mg/1.000ml","NULL",20000,"cefadroxil 125mg/5ml oral suspension","Cefadroxil 125mg/5ml oral suspension"
"2798441000033118","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",300,"budesonide inhaler with spacer device 200 micrograms/dose","Budesonide Inhaler with spacer device 200 micrograms/dose"
"10494341000033117","Prednisolone 10mg/ml oral solution sugar free",11,"29904211000001102","Oral solution","Oral","Prednisolone","10.000mg/1.000ml","NULL",3000,"prednisolone 10mg/ml oral solution sugar free","Prednisolone 10mg/ml oral solution sugar free"
"1250141000033112","Salbutamol 200microgram inhalation powder blisters",1,"35936611000001107","Inhalation powder","Inhalation","Salbutamol sulfate","200.000microgram","NULL",100000,"salbutamol 200microgram inhalation powder blisters","Salbutamol 200microgram inhalation powder blisters"
"2587541000033118","Symbicort 100/6 Turbohaler",7,"3294211000001101","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000",800000,"symbicort 100/6 turbohaler (astrazeneca uk ltd)","Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)"
"1206341000033118","Salmeterol 25micrograms/dose inhaler",6,"39110811000001105"," Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","3010101",2000000,"salmeterol 25micrograms/dose inhaler","Salmeterol 25micrograms/dose inhaler"
"2588241000033119","Salamol 100micrograms/dose Easi-Breathe inhaler",1,"3215311000001107"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",2000000,"salamol 100micrograms/dose easi-breathe inhaler (teva uk ltd)","Salamol 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)"
"5811241000033111","Mometasone 200micrograms/dose dry powder inhaler",9,"38895411000001109","Inhalation powder","Inhalation","Mometasone furoate","200.000microgram/1.000dose","3020000",5000,"mometasone 200micrograms/dose dry powder inhaler","Mometasone 200micrograms/dose dry powder inhaler"
"8057341000033112","Eklira 322micrograms/dose Genuair",10,"20985511000001101","Inhalation powder","Inhalation","Aclidinium bromide","375.000microgram/1.000dose","3010200",400000,"eklira 322micrograms/dose genuair (astrazeneca uk ltd)","Eklira 322micrograms/dose Genuair (AstraZeneca UK Ltd)"
"1267441000033114","Serevent 50micrograms/dose Accuhaler",6,"3380111000001107","Inhalation powder","Inhalation","Salmeterol xinafoate","50.000microgram/1.000dose","3010101",300000,"serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd)","Serevent 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"12529241000033119","Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler",7,"35515511000001100","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 50.000microgram/1.000dose","NULL",1000,"fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"2623341000033117","Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler",9,"3175111000001103","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram/1.000dose","3020000",7000,"pulvinal beclometasone dipropionate 400micrograms/dose dry powder inhaler (chiesi ltd)","Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd)"
"1914341000033112","Fluticasone propionate 50micrograms/dose dry powder inhaler",9,"38897911000001106","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram/1.000dose","3020000",100000,"fluticasone propionate 50micrograms/dose dry powder inhaler","Fluticasone propionate 50micrograms/dose dry powder inhaler"
"2147241000033117","Seretide 50 Evohaler",7,"453611000001102"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","50.000microgram/1.000dose + 25.000microgram/1.000dose","3020000",1000000,"seretide 50 evohaler (glaxosmithkline uk ltd)","Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)"
"429141000033119","NULL",11,"NULL","NULL","NULL","NULL","NULL","NULL",100,"decortisyl tablets 5 mg","Decortisyl Tablets 5 mg"
"1268941000033117","Serevent 50microgram disks with Diskhaler",6,"3084011000001103","Inhalation powder","Inhalation","Salmeterol xinafoate","50.000microgram","NULL",80000,"serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd)","Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"586041000033113","Fluticasone 25micrograms/dose inhaler",9,"36059111000001102"," Pressurised inhalation","Inhalation","Fluticasone propionate","25.000microgram/1.000dose","3020000",50000,"fluticasone 25micrograms/dose inhaler","Fluticasone 25micrograms/dose inhaler"
"11507841000033115","Prednisolone 1mg gastro-resistant tablets",11,"32611811000001105","Gastro-resistant tablet","Oral","Prednisolone","1.000mg","NULL",10000,"prednisolone 1mg gastro-resistant tablets","Prednisolone 1mg gastro-resistant tablets"
"2725741000033112","Beclometasone 400 Cyclocaps",9,"3194511000001100","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram","NULL",700,"beclometasone 400 cyclocaps (teva uk ltd)","Beclometasone 400 Cyclocaps (Teva UK Ltd)"
"581241000033110","Flixotide 100microgram disks with Diskhaler",9,"3098611000001101","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram","NULL",10000,"flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd)","Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"3164141000033119","Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler",7,"38897511000001104","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 50.000microgram/1.000dose","3020000",900000,"fluticasone propionate 250micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler","Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler"
"1671041000033116","Qvar 50 inhaler",9,"3176811000001102"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000",2000000,"qvar 50 inhaler (teva uk ltd)","Qvar 50 inhaler (Teva UK Ltd)"
"3079241000033113","Amoxicillin 500mg capsules",13,"39732411000001106","Capsule","Oral","Amoxicillin trihydrate","500.000mg","5010103",30000000,"amoxicillin 500mg capsules","Amoxicillin 500mg capsules"
"773041000033110","Ipratropium bromide 40microgram inhalation powder capsules with device",4,"39717311000001107","Inhalation powder","Inhalation","Ipratropium bromide","40.000microgram","3010200",10000,"ipratropium bromide 40microgram inhalation powder capsules with device","Ipratropium bromide 40microgram inhalation powder capsules with device"
"2726341000033115","Salbutamol 400 Cyclocaps",1,"3217611000001109","Inhalation powder","Inhalation","Salbutamol sulfate","400.000microgram","NULL",7000,"salbutamol 400 cyclocaps (teva uk ltd)","Salbutamol 400 Cyclocaps (Teva UK Ltd)"
"277841000033115","Clarithromycin 500mg modified-release tablets",13,"36142611000001107","Modified-release tablet","Oral","Clarithromycin","500.000mg","5010500",400000,"clarithromycin 500mg modified-release tablets","Clarithromycin 500mg modified-release tablets"
"89441000033110","Atrovent Forte 40micrograms/dose inhaler",4,"347611000001103"," Pressurised inhalation","Inhalation","Ipratropium bromide","40.000microgram/1.000dose","NULL",100000,"atrovent forte 40micrograms/dose inhaler (boehringer ingelheim ltd)","Atrovent Forte 40micrograms/dose inhaler (Boehringer Ingelheim Ltd)"
"3163741000033118","Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free",7,"39111011000001108"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","50.000microgram/1.000dose + 25.000microgram/1.000dose","3020000",1000000,"fluticasone 50micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free","Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free"
"56541000033112","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",10000,"ampicillin syrup 125 mg/5 ml","Ampicillin Syrup 125 mg/5 ml"
"2793841000033111","Spiriva 18microgram inhalation powder capsules",10,"3380011000001106","Inhalation powder","Inhalation","Tiotropium bromide","18.000microgram","3010200",1000000,"spiriva 18microgram inhalation powder capsules (boehringer ingelheim ltd)","Spiriva 18microgram inhalation powder capsules (Boehringer Ingelheim Ltd)"
"3856041000033113","Serevent 25micrograms/dose Evohaler",6,"10073011000001107"," Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","3010101",600000,"serevent 25micrograms/dose evohaler (glaxosmithkline uk ltd)","Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"10387141000033115","Sirdupla 25micrograms/dose / 125micrograms/dose inhaler",7,"29782111000001107"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","NULL",400000,"sirdupla 25micrograms/dose / 125micrograms/dose inhaler (mylan)","Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)"
"2726141000033118","Budesonide 400 Cyclocaps",9,"3198411000001108","Inhalation powder","Inhalation","Budesonide","400.000microgram","NULL",3,"budesonide 400 cyclocaps (teva uk ltd)","Budesonide 400 Cyclocaps (Teva UK Ltd)"
"7871241000033116","Doxycycline 50mg/5ml oral suspension",13,"8485311000001109","Oral suspension","Oral","Doxycycline hyclate","10.000mg/1.000ml","NULL",500,"doxycycline 50mg/5ml oral suspension","Doxycycline 50mg/5ml oral suspension"
"9293241000033114","Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler",8,"24645511000001105","Inhalation powder","Inhalation","Umeclidinium bromide/ Vilanterol trifenatate","65.000microgram/1.000dose + 22.000microgram/1.000dose","3010400",50000,"umeclidinium bromide 65micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler","Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler"
"174541000033113","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",10,"budesonide turbohaler 400 micrograms/dose","Budesonide Turbohaler 400 micrograms/dose"
"278241000033118","Clarithromycin 125mg/5ml oral suspension",13,"35368711000001104","Oral suspension","Oral","Clarithromycin","25.000mg/1.000ml","5010500",600000,"clarithromycin 125mg/5ml oral suspension","Clarithromycin 125mg/5ml oral suspension"
"2873141000033113","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",3000,"asmanex twisthaler dry powder inhaler 200 micrograms/dose, 60 doses","Asmanex Twisthaler Dry Powder Inhaler 200 micrograms/dose, 60 doses"
"1705441000033110","Ventolin 100micrograms/dose Evohaler",1,"222311000001102"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",20000000,"ventolin 100micrograms/dose evohaler (glaxosmithkline uk ltd)","Ventolin 100micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"429441000033110","NULL",11,"NULL","NULL","NULL","NULL","NULL","NULL",100,"deltastab tablets 1 mg","Deltastab Tablets 1 mg"
"1221341000033118","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",200000,"salamol easi-breathe breath-actuated inhaler 100 micrograms/puff","Salamol Easi-Breathe Breath-actuated inhaler 100 micrograms/puff"
"5393241000033111","Salbulin Novolizer 100micrograms/dose inhalation powder refill",1,"13533711000001109","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",4000,"salbulin novolizer 100micrograms/dose inhalation powder refill (mylan)","Salbulin Novolizer 100micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd)"
"576941000033115","Flixotide 50micrograms/dose Accuhaler",9,"3183811000001101","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram/1.000dose","3020000",50000,"flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd)","Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"3163841000033111","Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free",7,"39111111000001109"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","3020000",3000000,"fluticasone 125micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free","Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free"
"2725641000033115","Beclometasone 200 Cyclocaps",9,"3192611000001109","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","NULL",2000,"beclometasone 200 cyclocaps (teva uk ltd)","Beclometasone 200 Cyclocaps (Teva UK Ltd)"
"1914641000033116","Fluticasone propionate 500micrograms/dose dry powder inhaler",9,"38897711000001109","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram/1.000dose","3020000",100000,"fluticasone propionate 500micrograms/dose dry powder inhaler","Fluticasone propionate 500micrograms/dose dry powder inhaler"
"1143141000033118","Pulmicort LS 50micrograms/dose inhaler",9,"3240911000001108"," Pressurised inhalation","Inhalation","Budesonide","50.000microgram/1.000dose","NULL",100000,"pulmicort ls 50micrograms/dose inhaler (astrazeneca uk ltd)","Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)"
"258741000033114","Ciproxin 500mg tablets",13,"417611000001101","Tablet","Oral","Ciprofloxacin hydrochloride","500.000mg","5011200",90000,"ciproxin 500mg tablets (bayer plc)","Ciproxin 500mg tablets (Bayer Plc)"
"538441000033114","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",200000,"erythromycin suspension 250 mg/5 ml","Erythromycin Suspension 250 mg/5 ml"
"3081241000033118","Beclometasone 400microgram inhalation powder blisters with device",9,"35909011000001104","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram","NULL",30000,"beclometasone 400microgram inhalation powder blisters with device","Beclometasone 400microgram inhalation powder blisters with device"
"3872041000033110","Easyhaler Budesonide 400micrograms/dose dry powder inhaler",9,"10074411000001100","Inhalation powder","Inhalation","Budesonide","400.000microgram/1.000dose","NULL",10000,"easyhaler budesonide 400micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","Easyhaler Budesonide 400micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"3855941000033115","Salmeterol 25micrograms/dose inhaler CFC free",6,"10075611000001101"," Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","3010101",3000000,"salmeterol 25micrograms/dose inhaler cfc free","Salmeterol 25micrograms/dose inhaler CFC free"
"12197841000033113","AirFluSal 25micrograms/dose / 125micrograms/dose inhaler",7,"34215311000001107"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","NULL",50000,"airflusal 25micrograms/dose / 125micrograms/dose inhaler (sandoz ltd)","AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)"
"1698841000033113","Tavanic 500mg tablets",13,"3078311000001102","Tablet","Oral","Levofloxacin hemihydrate","500.000mg","5011200",4000,"tavanic 500mg tablets (sanofi)","Tavanic 500mg tablets (Sanofi)"
"88541000033116","Atrovent 20micrograms/dose Autohaler",4,"351411000001106"," Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","NULL",90000,"atrovent 20micrograms/dose autohaler (boehringer ingelheim ltd)","Atrovent 20micrograms/dose Autohaler (Boehringer Ingelheim Ltd)"
"10212741000033110","Pevanti 20mg tablets",11,"28799611000001109","Tablet","Oral","Prednisolone","20.000mg","NULL",200,"pevanti 20mg tablets (advanz pharma)","Pevanti 20mg tablets (Advanz Pharma)"
"1914841000033115","Fluticasone propionate 100microgram inhalation powder blisters with device",9,"36059311000001100","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram","NULL",9000,"fluticasone propionate 100microgram inhalation powder blisters with device","Fluticasone propionate 100microgram inhalation powder blisters with device"
"1241441000033110","Salbutamol 100micrograms/dose inhaler",1,"35936511000001108"," Pressurised inhalation","Inhalation","Salbutamol","100.000microgram/1.000dose","3010101",8000000,"salbutamol 100micrograms/dose inhaler","Salbutamol 100micrograms/dose inhaler"
"10212341000033114","Prednisolone 20mg tablets",11,"28808711000001109","Tablet","Oral","Prednisolone","20.000mg","NULL",10000,"prednisolone 20mg tablets","Prednisolone 20mg tablets"
"1626241000033115","Levofloxacin 250mg tablets",13,"39697411000001109","Tablet","Oral","Levofloxacin hemihydrate","250.000mg","5011200",30000,"levofloxacin 250mg tablets","Levofloxacin 250mg tablets"
"285341000033110","Clarithromycin 500mg tablets",13,"324244008","Tablet","Oral","Clarithromycin","500.000mg","5010500",5000000,"clarithromycin 500mg tablets","Clarithromycin 500mg tablets"
"3955441000033115","Azithromycin 250mg tablets",13,"11034311000001100","Tablet","Oral","Azithromycin","250.000mg","NULL",800000,"azithromycin 250mg tablets","Azithromycin 250mg tablets"
"227741000033114","Cefaclor 375mg modified-release tablets",13,"36134211000001100","Modified-release tablet","Oral","Cefaclor monohydrate","375.000mg","5010201",800000,"cefaclor 375mg modified-release tablets","Cefaclor 375mg modified-release tablets"
"2148441000033115","Fluticasone 50micrograms/dose inhaler CFC free",9,"39110911000001100"," Pressurised inhalation","Inhalation","Fluticasone propionate","50.000microgram/1.000dose","3020000",500000,"fluticasone 50micrograms/dose inhaler cfc free","Fluticasone 50micrograms/dose inhaler CFC free"
"3075541000033113","Atrovent 20micrograms/dose inhaler CFC free",4,"7389911000001105"," Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","NULL",700000,"atrovent 20micrograms/dose inhaler cfc free (boehringer ingelheim ltd)","Atrovent 20micrograms/dose inhaler CFC free (Boehringer Ingelheim Ltd)"
"95041000033115","Augmentin 625mg tablets",13,"292511000001103","Tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","500.000mg + 125.000mg","5010103",100000,"augmentin 625mg tablets (glaxosmithkline uk ltd)","Augmentin 625mg tablets (GlaxoSmithKline UK Ltd)"
"2509341000033118","NULL",11,"NULL","NULL","NULL","NULL","NULL","NULL",70,"*prednisolone tablets","*Prednisolone Tablets"
"13179041000033114","Striverdi Respimat 2.5micrograms/dose inhalation solution refill cartridge",6,"37678311000001100"," Inhalation solution","Inhalation","Olodaterol hydrochloride","2.500microgram/1.000dose","NULL",60,"striverdi respimat 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd)","Striverdi Respimat 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)"
"3163441000033113","Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler",3,"35936311000001102"," Pressurised inhalation","Inhalation","Ipratropium bromide/ Salbutamol sulfate","20.000microgram/1.000dose + 100.000microgram/1.000dose","NULL",400000,"salbutamol 100micrograms/dose / ipratropium 20micrograms/dose inhaler","Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler"
"2873341000033111","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",2000,"asmanex twisthaler dry powder inhaler 400 micrograms/dose, 60 doses","Asmanex Twisthaler Dry Powder Inhaler 400 micrograms/dose, 60 doses"
"1131741000033117","Prednisolone 1mg tablets",11,"325426006","Tablet","Oral","Prednisolone","1.000mg","6030200",5000000,"prednisolone 1mg tablets","Prednisolone 1mg tablets"
"534541000033116","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",300,"erythromycin ethyl succinate granules 250 mg/sachet","Erythromycin Ethyl Succinate Granules 250 mg/sachet"
"1131841000033110","Prednisolone 2.5mg tablets",11,"28808611000001100","Tablet","Oral","Prednisolone","2.500mg","NULL",200000,"prednisolone 2.5mg tablets","Prednisolone 2.5mg tablets"
"54041000033110","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",2000,"amoxil sachets sf 750 mg","Amoxil Sachets sf 750 mg"
"536841000033113","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",500000,"erythromycin stearate tablets 500 mg","Erythromycin Stearate tablets 500 mg"
"12046641000033114","Sereflo 25micrograms/dose / 125micrograms/dose inhaler",7,"34023611000001101"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","3020000",70000,"sereflo 25micrograms/dose / 125micrograms/dose inhaler (cipla eu ltd)","Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)"
"12901541000033117","Soprobec 200micrograms/dose inhaler",9,"36603411000001105"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","NULL",10000,"soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"366941000033113","Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free",13,"36565811000001104","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","5010103",700000,"co-amoxiclav 125mg/31mg/5ml oral suspension sugar free","Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free"
"10212441000033115","Pevanti 2.5mg tablets",11,"28798211000001102","Tablet","Oral","Prednisolone","2.500mg","NULL",200,"pevanti 2.5mg tablets (advanz pharma)","Pevanti 2.5mg tablets (Advanz Pharma)"
"3079841000033112","Amoxicillin 125mg/1.25ml oral suspension paediatric",13,"35368511000001109","Oral suspension","Oral","Amoxicillin trihydrate","100.000mg/1.000ml","5010103",200000,"amoxicillin 125mg/1.25ml oral suspension paediatric","Amoxicillin 125mg/1.25ml oral suspension paediatric"
"1579941000033112","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",1,"budesonide breath-actuated dry powder inhaler 200 micrograms/dose","Budesonide Breath-Actuated Dry Powder Inhaler 200 micrograms/dose"
"5990341000033117","Prednisone 5mg modified-release tablets",11,"17873811000001108","Modified-release tablet","Oral","Prednisone","5.000mg","6030200",1000,"prednisone 5mg modified-release tablets","Prednisone 5mg modified-release tablets"
