"medcodeid","originalreadcode","cleansedreadcode","snomedctconceptid","snomedctdescriptionid","emiscodecategoryid","term","smoking_status","drugs","passive","vape","smokeless_tobacco","gp_recorded_smoking","ever_smoker"
"295260011","E251z","E251z00","89765005","2951656017","Conditions, operations and procedures","Tobacco dependence NOS","Current smoker",NA,NA,NA,NA,1,1
"4835511000006110","^ESCTFO483551","","206154006","2965716016","Conditions, operations and procedures","Foetal or neonatal effect of maternal use of tobacco","Current smoker",NA,NA,NA,NA,1,1
"3582451000006114","^ESCTCI358245","","66562002","110585013","Unset","Cigarette smoking tobacco","Current smoker",NA,NA,NA,NA,1,1
"9326621000006111","^ESCTTO932662","","10761391000119102","3005919016","Unset","Tobacco use in mother complicating childbirth","Current smoker",NA,NA,NA,NA,1,1
"9409821000006115","^ESCTIM940982","","11564111000001107","42352701000001111","Unset","Impregnated cigarette",NA,1,NA,NA,NA,NA,NA
"9478091000006111","^ESCTDI947809","","12236611000001105","47947201000001113","Unset","Diamorphine 120mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"342444018","1V08","1V08.00","228378005","342444018","Symptoms and Findings","Smokes drugs in cigarette form",NA,1,NA,NA,NA,NA,NA
"9478481000006119","^ESCTME947848","","12239211000001104","47948501000001110","Unset","Methadone 60mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478111000006119","^ESCTDI947811","","12236811000001109","47947301000001116","Unset","Diamorphine 120mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478531000006116","^ESCTME947853","","12239711000001106","47948801000001113","Unset","Methadone 30mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9485151000006119","^ESCTME948515","","12299911000001100","47952401000001112","Unset","Methadone 30mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"12613951000006112","^ESCT1261395","","6471000001101","10351000001115","Unset","impregnatedcigarette.inhalation",NA,1,NA,NA,NA,NA,NA
"9484351000006117","^ESCTDI948435","","12291811000001109","47951601000001115","Unset","Diamorphine 100mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9478401000006111","^ESCTDI947840","","12238611000001106","47948201000001112","Unset","Diamorphine 50mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"12613961000006114","^ESCT1261396","","6471000001101","10371000001110","Unset","impregnatedcigarette.inhalation ontology form and route",NA,1,NA,NA,NA,NA,NA
"9478611000006111","^ESCTME947861","","12240511000001105","47949201000001118","Unset","Methadone 100mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9485081000006114","^ESCTME948508","","12299211000001109","47952301000001116","Unset","Methadone 100mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9487011000006112","^ESCTME948701","","12319411000001102","47949501000001115","Unset","Methadone 40mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478471000006117","^ESCTME947847","","12239111000001105","47948401000001111","Unset","Methadone 60mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"342443012","13cA","13cA.00","228377000","342443012","Personal Health and Social","Smokes drugs",NA,1,NA,NA,NA,NA,NA
"9478421000006118","^ESCTDI947842","","12238811000001105","47948301000001115","Unset","Diamorphine 50mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9487001000006114","^ESCTME948700","","12319311000001109","47949401000001119","Unset","Methadone 40mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478271000006116","^ESCTDI947827","","12237711000001103","47947801000001114","Unset","Diamorphine 30mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9484381000006113","^ESCTDI948438","","12292111000001107","47951901000001110","Unset","Diamorphine 30mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9478351000006115","^ESCTDI947835","","12238111000001103","47948001000001118","Unset","Diamorphine 30mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9477961000006118","^ESCTDI947796","","12235811000001101","47946601000001113","Unset","Diamorphine 20mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9477941000006117","^ESCTDI947794","","12235611000001100","47946401000001110","Unset","Diamorphine 40mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9484401000006113","^ESCTDI948440","","12292311000001109","47952101000001118","Unset","Diamorphine 50mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9485191000006113","^ESCTME948519","","12300311000001103","47952501000001111","Unset","Methadone 60mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9492111000006112","^ESCTME949211","","12390011000001104","47952601000001110","Unset","Methadone 40mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9484361000006115","^ESCTDI948436","","12291911000001104","47951701000001113","Unset","Diamorphine 120mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9486991000006118","^ESCTME948699","","12319211000001101","47949301000001110","Unset","Methadone 40mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9484371000006110","^ESCTDI948437","","12292011000001106","47951801000001116","Unset","Diamorphine 20mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9484391000006111","^ESCTDI948439","","12292211000001101","47952001000001119","Unset","Diamorphine 40mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9477991000006114","^ESCTDI947799","","12235911000001106","47946701000001115","Unset","Diamorphine 20mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478521000006119","^ESCTME947852","","12239611000001102","47948701000001116","Unset","Methadone 30mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478391000006114","^ESCTDI947839","","12238511000001107","47948101000001117","Unset","Diamorphine 50mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"12490831000006116","^ESCT1249083","","228380004","342446016","Unset","Chases the dragon",NA,1,NA,NA,NA,NA,NA
"9478221000006117","^ESCTDI947822","","12237311000001102","47947501000001111","Unset","Diamorphine 100mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478251000006114","^ESCTDI947825","","12237511000001108","47947701000001117","Unset","Diamorphine 100mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478571000006118","^ESCTME947857","","12240111000001101","47949001000001112","Unset","Methadone 100mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"4979331000006115","^ESCTEM497933","","228380004","1495035010","Unset","Employs barbiturates as a base powder during the smoking of heroin",NA,1,NA,NA,NA,NA,NA
"9478041000006119","^ESCTDI947804","","12236311000001100","47947101000001118","Unset","Diamorphine 60mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9477951000006115","^ESCTDI947795","","12235711000001109","47946501000001114","Unset","Diamorphine 40mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478551000006111","^ESCTME947855","","12239911000001108","47948901000001119","Unset","Methadone 30mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478031000006112","^ESCTDI947803","","12236211000001108","47947001000001119","Unset","Diamorphine 60mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478601000006113","^ESCTME947860","","12240411000001106","47949101000001113","Unset","Methadone 100mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"342445017","1V09","1V09.00","228379002","342445017","Symptoms and Findings","Smokes drugs through a pipe",NA,1,NA,NA,NA,NA,NA
"9478341000006117","^ESCTDI947834","","12238011000001104","47947901000001115","Unset","Diamorphine 30mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478491000006116","^ESCTME947849","","12239311000001107","47948601000001114","Unset","Methadone 60mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9484421000006115","^ESCTDI948442","","12292511000001103","47952201000001113","Unset","Diamorphine 60mg impregnated cigarettes",NA,1,NA,NA,NA,NA,NA
"9477931000006110","^ESCTDI947793","","12235511000001104","47946301000001119","Unset","Diamorphine 40mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478021000006114","^ESCTDI947802","","12236111000001102","47946901000001118","Unset","Diamorphine 60mg impregnated cigarettes 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478241000006112","^ESCTDI947824","","12237411000001109","47947601000001110","Unset","Diamorphine 100mg impregnated cigarettes (Special Order)",NA,1,NA,NA,NA,NA,NA
"9478001000006116","^ESCTDI947800","","12236011000001103","47946801000001112","Unset","Diamorphine 20mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"9478121000006110","^ESCTDI947812","","12236911000001104","47947401000001112","Unset","Diamorphine 120mg impregnated cigarettes (Special Order) 1 cigarette",NA,1,NA,NA,NA,NA,NA
"1899561000006114","EMISNQMO109","","1899561000006105","1899561000006114","Obstetrics and Birth","Mother's smoking status at time of baby's birth - ex-smoker",NA,NA,"Unexposed",NA,NA,NA,NA
"1899581000006116","EMISNQMO111","","1899581000006100","1899581000006116","Obstetrics and Birth","Mother's smoking status at time of baby's birth - never smoked",NA,NA,"Unexposed",NA,NA,NA,NA
"7690211000006112","^ESCTNO769021","","711563001","3079030019","Unset","No known exposure to tobacco smoke",NA,NA,"Unexposed",NA,NA,NA,NA
"1488589015","13WI","13WI.00","394885002","1488589015","Personal Health and Social","Parents do not smoke",NA,NA,"Unexposed",NA,NA,NA,NA
"7284081000006117","^ESCTFA728408","","443847005","2841577015","Unset","Father does not smoke",NA,NA,"Unexposed",NA,NA,NA,NA
"459702016","137U","137U.00","315213009","459702016","Personal Health and Social","Not a passive smoker",NA,NA,"Unexposed",NA,NA,NA,NA
"1488666019","13WK","13WK.00","394964001","1488666019","Personal Health and Social","No smokers in the household",NA,NA,"Unexposed",NA,NA,NA,NA
"1888821000006112","EMISNQPR395","","1888821000006108","1888821000006112","Administration, documents and attachments","Primary carer current non-smoker",NA,NA,"Unexposed",NA,NA,NA,NA
"668811000000117","13WR","13WR.00","438618001","2792926016","Personal Health and Social","Mother does not smoke",NA,NA,"Unexposed",NA,NA,NA,NA
"1911921000006115","EMISNQCA1054","","1911921000006104","1911921000006115","Administration, documents and attachments","Carer's partner current non-smoker",NA,NA,"Unexposed",NA,NA,NA,NA
"7359661000006115","^ESCTTO735966","","448755007","2900140012","Unset","Tobacco smokefree home",NA,NA,"Unexposed",NA,NA,NA,NA
"460416018","ZV1A1","ZV1A100","443877004","2838785018","Family history","[V]Family history of tobacco abuse",NA,NA,"Exposed",NA,NA,NA,NA
"1899571000006119","EMISNQMO110","","1899571000006103","1899571000006119","Obstetrics and Birth","Mother's smoking status at time of baby's birth - passive smoker",NA,NA,"Exposed",NA,NA,NA,NA
"1899551000006112","EMISNQMO108","","1899551000006108","1899551000006112","Obstetrics and Birth","Mother's smoking status at time of baby's birth - smoker",NA,NA,"Exposed",NA,NA,NA,NA
"11910281000006118","^ESCT1191028","","398201000000106","927471000000115","Unset","[V]Family history of tobacco abuse",NA,NA,"Exposed",NA,NA,NA,NA
"1889701000006115","EMISNQCH308","","1889701000006104","1889701000006115","Symptoms and Findings","Child 27-30 mth exam. - requ. assist. from smoking cessation",NA,NA,"Exposed",NA,NA,NA,NA
"4980981000006118","^ESCTEX498098","","228523000","342612014","Personal Health and Social","Exposed to tobacco smoke at work",NA,NA,"Exposed",NA,NA,NA,NA
"251156016","13WF1","13WF100","161077003","251156016","Personal Health and Social","Father smokes",NA,NA,"Exposed",NA,NA,NA,NA
"8223631000006112","^ESCTPA822363","","722451000000101","1579911000000119","Unset","Passive smoking",NA,NA,"Exposed",NA,NA,NA,NA
"4981001000006119","^ESCTEX498100","","228525007","342614010","Personal Health and Social","Exposed to tobacco smoke in public places",NA,NA,"Exposed",NA,NA,NA,NA
"7515821000006118","^ESCTHI751582","","699009004","2982210013","Personal Health and Social","History of exposure to second hand smoke",NA,NA,"Exposed",NA,NA,NA,NA
"1888831000006110","EMISNQPR396","","1888831000006106","1888831000006110","Administration, documents and attachments","Primary carer current smoker",NA,NA,"Exposed",NA,NA,NA,NA
"1889691000006115","EMISNQCH307","","1889691000006104","1889691000006115","Symptoms and Findings","Child 27-30 mth exam. - discuss with smoking cessation service",NA,NA,"Exposed",NA,NA,NA,NA
"251157013","13WF2","13WF200","161078008","251157013","Personal Health and Social","Mother smokes",NA,NA,"Exposed",NA,NA,NA,NA
"3199011000006119","^ESCTET319901","","43381005","493586015","Personal Health and Social","ETS - Exposed to tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"3199041000006115","^ESCTIN319904","","43381005","2647126013","Personal Health and Social","Involuntary smoker",NA,NA,"Exposed",NA,NA,NA,NA
"3199031000006113","^ESCTEX319903","","43381005","493588019","Personal Health and Social","Exposed to tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"4427811000006111","^ESCTNO442781","","129570009","208358011","Unset","Non-smoker's second hand smoke syndrome",NA,NA,"Exposed",NA,NA,NA,NA
"981841000006115","EMISCEX15","","981841000006104","981841000006115","Symptoms and Findings","Exposure to cigarette/cigar smoke",NA,NA,"Exposed",NA,NA,NA,NA
"1889681000006118","EMISNQCH306","","1889681000006102","1889681000006118","Symptoms and Findings","Child 27-30 mth exam.- signpost to smoking cessation",NA,NA,"Exposed",NA,NA,NA,NA
"8029911000006119","^ESCTSM802991","","94151000119101","3333208012","Personal Health and Social","Smoker in home",NA,NA,"Exposed",NA,NA,NA,NA
"251159011","13WF4","13WF400","161080002","251159011","Personal Health and Social","Passive smoking risk",NA,NA,"Exposed",NA,NA,NA,NA
"3199051000006118","^ESCTEX319905","","43381005","2647127016","Personal Health and Social","Exposed to second hand tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"3517866016","^ESCT1173102","","16090771000119104","3517866016","Unset","Occupational exposure to environmental tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"1889671000006116","EMISNQCH305","","1889671000006100","1889671000006116","Symptoms and Findings","Child 27-30 mth exam.- smoking cessation support provided",NA,NA,"Exposed",NA,NA,NA,NA
"3635378015","^ESCT1168966","","762296001","3635378015","Unset","History of exposure to tobacco smoke in perinatal period",NA,NA,"Exposed",NA,NA,NA,NA
"12618591000006116","^ESCT1261859","","1104241000000108","2764251000000115","Unset","Ex-smoker in household",NA,NA,"Exposed",NA,NA,NA,NA
"7699681000006111","^ESCTED769968","","713096001","3288059018","Unset","Education about second hand smoke exposure",NA,NA,"Exposed",NA,NA,NA,NA
"411033014","13WF-1","13WF.11","275105001","411033014","Personal Health and Social","Smoker in the family",NA,NA,"Exposed",NA,NA,NA,NA
"9879401000006114","^ESCTNE987940","","16060351000119105","3434672011","Unset","Neonatal exposure to tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"72373013","137I","137I.00","43381005","72373013","Personal Health and Social","Passive smoker",NA,NA,"Exposed",NA,NA,NA,NA
"1811991000006111","67910","6791000","203551000000108","311071000000119","Personal Health and Social","Health education - parental smoking",NA,NA,"Exposed",NA,NA,NA,NA
"406164016","13WF","13WF.00","443877004","2838785018","Family history","Family history of smoking",NA,NA,"Exposed",NA,NA,NA,NA
"7714881000006116","^ESCTEN771488","","714151003","3298642014","Personal Health and Social","Environmental tobacco smoke exposure",NA,NA,"Exposed",NA,NA,NA,NA
"1911911000006111","EMISNQCA1053","","1911911000006107","1911911000006111","Administration, documents and attachments","Carer's partner current smoker",NA,NA,"Exposed",NA,NA,NA,NA
"8029931000006113","^ESCTSM802993","","94151000119101","3333209016","Unset","Smoker in home environment",NA,NA,"Exposed",NA,NA,NA,NA
"8029921000006110","^ESCTSM802992","","94151000119101","3333207019","Personal Health and Social","Smoker in household",NA,NA,"Exposed",NA,NA,NA,NA
"7700161000006110","^ESCTAT770016","","713142003","3288192014","Unset","At risk from passive smoking",NA,NA,"Exposed",NA,NA,NA,NA
"251158015","13WF3","13WF300","161079000","251158015","Personal Health and Social","Both parents smoke",NA,NA,"Exposed",NA,NA,NA,NA
"1889711000006117","EMISNQCH309","","1889711000006101","1889711000006117","Symptoms and Findings","Child 27-30 mth exam. - refused smoking cessation service",NA,NA,"Exposed",NA,NA,NA,NA
"9882381000006113","^ESCTEX988238","","16090371000119103","3431238013","Unset","Exposure to second hand tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"8009111000006114","^ESCTTO800911","","21481000119108","3482137014","Unset","Toxic effect of secondary tobacco exposure",NA,NA,"Exposed",NA,NA,NA,NA
"342613016","137I0","137I000","228524006","342613016","Personal Health and Social","Exposed to tobacco smoke at home",NA,NA,"Exposed",NA,NA,NA,NA
"4074581000006119","^ESCTSE407458","","102409004","165613015","Unset","Second hand cigarette smoke",NA,NA,"Exposed",NA,NA,NA,NA
"3199021000006110","^ESCTEX319902","","43381005","493587012","Personal Health and Social","Exposed to environmental tobacco smoke",NA,NA,"Exposed",NA,NA,NA,NA
"2336091000000117","1PD","1PD..00","908781000000104","2336091000000117","Symptoms and Findings","Ex user of electronic cigarette",NA,NA,NA,"Ex-vaper",NA,NA,NA
"12759451000006115","^ESCT1275945","","908781000000104","1853951000000115","Symptoms and Findings","Ex vaper of electronic cigarette",NA,NA,NA,"Ex-vaper",NA,NA,NA
"3513815010","^ESCT1165273","","735240008","3513815010","Unset","Nicotine-containing E-cigarette liquid",NA,NA,NA,"Current vaper",NA,NA,NA
"3513805016","^ESCT1165264","","735238003","3513805016","Unset","E-liquid",NA,NA,NA,"Current vaper",NA,NA,NA
"3513814014","^ESCT1165270","","735240008","3513814014","Unset","Electronic cigarette liquid containing nicotine",NA,NA,NA,"Current vaper",NA,NA,NA
"7832541000006110","^ESCTEC783254","","722498003","3332502015","Unset","e-cigarette",NA,NA,NA,"Current vaper",NA,NA,NA
"3513804017","^ESCT1165265","","735238003","3513804017","Unset","E-juice",NA,NA,NA,"Current vaper",NA,NA,NA
"7832551000006112","^ESCTEL783255","","722499006","7832551000006112","Symptoms and Findings","Electronic cigarette user",NA,NA,NA,"Current vaper",NA,NA,NA
"3513816011","^ESCT1165271","","735240008","3513816011","Unset","Nicotine-containing E-juice",NA,NA,NA,"Current vaper",NA,NA,NA
"7832531000006117","^ESCTEL783253","","722498003","3332501010","Unset","Electronic nicotine delivery system",NA,NA,NA,"Current vaper",NA,NA,NA
"3513818012","^ESCT1165272","","735240008","3513818012","Unset","Nicotine-containing electronic cigarette liquid",NA,NA,NA,"Current vaper",NA,NA,NA
"3513809010","^ESCT1165269","","735239006","3513809010","Unset","E-cigarette liquid without nicotine",NA,NA,NA,"Current vaper",NA,NA,NA
"12758711000006119","^ESCT1275871","","722499006","1853971000000112","Symptoms and Findings","Electronic cigarette vaper",NA,NA,NA,"Current vaper",NA,NA,NA
"3513817019","^ESCT1165274","","735240008","3513817019","Unset","Nicotine-containing E-liquid",NA,NA,NA,"Current vaper",NA,NA,NA
"2265711000000117","1PC","1PC..00","722499006","3332504019","Symptoms and Findings","Electronic cigarette user",NA,NA,NA,"Current vaper",NA,NA,NA
"3513808019","^ESCT1165266","","735239006","3513808019","Unset","Electronic cigarette liquid without nicotine",NA,NA,NA,"Current vaper",NA,NA,NA
"7832561000006114","^ESCTEC783256","","722499006","3332505018","Symptoms and Findings","e-cigarette user",NA,NA,NA,"Current vaper",NA,NA,NA
"1879431000006110","EMISNQUS72","","1879431000006106","1879431000006110","Symptoms and Findings","User of electronic cigarette",NA,NA,NA,"Current vaper",NA,NA,NA
"3513803011","^ESCT1165263","","735238003","3513803011","Unset","Electronic cigarette liquid",NA,NA,NA,"Current vaper",NA,NA,NA
"3513811018","^ESCT1165267","","735239006","3513811018","Unset","E-liquid without nicotine",NA,NA,NA,"Current vaper",NA,NA,NA
"11930861000006119","^ESCT1193086","","877941000000107","2265711000000117","Unset","User of electronic cigarette",NA,NA,NA,"Current vaper",NA,NA,NA
"3513810017","^ESCT1165268","","735239006","3513810017","Unset","E-juice without nicotine",NA,NA,NA,"Current vaper",NA,NA,NA
"7832521000006115","^ESCTEL783252","","722498003","3332500011","Unset","Electronic cigarette",NA,NA,NA,"Current vaper",NA,NA,NA
"4980861000006115","^ESCTDO498086","","228511006","342600010","Unset","Does not chew tobacco",NA,NA,NA,NA,"Never smokeless tobacco",NA,NA
"4980761000006113","^ESCTNE498076","","228502006","342591010","Unset","Never used moist powdered tobacco",NA,NA,NA,NA,"Never smokeless tobacco",NA,NA
"4980871000006110","^ESCTNE498087","","228512004","342601014","Unset","Never chewed tobacco",NA,NA,NA,NA,"Never smokeless tobacco",NA,NA
"4980751000006111","^ESCTDO498075","","228501004","342590011","Unset","Does not use moist powdered tobacco",NA,NA,NA,NA,"Never smokeless tobacco",NA,NA
"4980801000006116","^ESCTTI498080","","228506009","342595018","Unset","Time since stopped using moist tobacco",NA,NA,NA,NA,"Ex smokeless tobacco",NA,NA
"4980951000006114","^ESCTTI498095","","228520002","342609011","Unset","Time since stopped chewing tobacco",NA,NA,NA,NA,"Ex smokeless tobacco",NA,NA
"3513101011","^ESCT1165101","","735112005","3513101011","Unset","Date ceased using moist tobacco",NA,NA,NA,NA,"Ex smokeless tobacco",NA,NA
"1599721000006113","EMISNQEX4","","1599721000006109","1599721000006113","Personal Health and Social","Ex-tobacco chewer",NA,NA,NA,NA,"Ex smokeless tobacco",NA,NA
"4980771000006118","^ESCTEX498077","","228503001","342592015","Unset","Ex-user of moist powdered tobacco",NA,NA,NA,NA,"Ex smokeless tobacco",NA,NA
"342602019","137i","137i.00","228513009","342602019","Personal Health and Social","Ex-tobacco chewer",NA,NA,NA,NA,"Ex smokeless tobacco",NA,NA
"4980971000006116","^ESCTAG498097","","228522005","342611019","Unset","Age at starting chewing tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980961000006111","^ESCTTO498096","","228521003","342610018","Unset","Total time chewed tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980821000006114","^ESCTAG498082","","228508005","342597014","Unset","Age at starting moist tobacco use",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980851000006117","^ESCTCH498085","","228510007","342599012","Unset","Chewed tobacco consumption",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980741000006114","^ESCTMO498074","","228500003","342589019","Unset","Moist tobacco consumption",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980601000006117","^ESCTDR498060","","228489002","1222987013","Unset","Dry powdered nasal tobacco use",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980791000006117","^ESCTFR498079","","228505008","342594019","Unset","Frequency of moist tobacco use",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980811000006118","^ESCTTO498081","","228507000","342596017","Unset","Total time moist tobacco used",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"3831881000006117","^ESCTCH383188","","81911001","135880016","Unset","Chewing tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980921000006117","^ESCTCH498092","","228517005","342606016","Unset","Chews fine cut tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"7711361000006119","^ESCTUS771136","","713914004","3297991019","Unset","User of smokeless tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980931000006119","^ESCTCH498093","","228518000","342607013","Unset","Chews products containing tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4053851000006112","^ESCTSM405385","","95269005","157801014","Unset","Smokeless tobacco hyperkeratosis",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980911000006113","^ESCTCH498091","","228516001","342605017","Unset","Chews loose leaf tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"7376001000006117","^ESCTUS737600","","449869005","2912693014","Unset","Uses moist tobacco daily",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"9881021000006116","^ESCTTO988102","","16077171000119107","3475781011","Unset","Tobacco dependence caused by chewing tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980901000006110","^ESCTCH498090","","228515002","342604018","Unset","Chews twist tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"3140031000006110","^ESCTSN314003","","39789004","67090017","Unset","Snuff tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4053841000006110","^ESCTSM405384","","95269005","157800010","Unset","Smokeless tobacco keratosis",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980781000006115","^ESCTUS498078","","228504007","342593013","Unset","User of moist powdered tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"1779081000006119","EMISNQSN1","","228489002","342576013","Personal Health and Social","Snuff use",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980941000006112","^ESCTFR498094","","228519008","342608015","Unset","Frequency of chewing tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"504769011","137W","137W.00","81703003","504769011","Personal Health and Social","Chews tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"4980891000006111","^ESCTCH498089","","228514003","342603012","Unset","Chews plug tobacco",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"7375981000006116","^ESCTUS737598","","449867007","2913217012","Unset","Uses moist tobacco occasionally",NA,NA,NA,NA,"Current smokeless tobacco",NA,NA
"7681981000006118","^ESCTAS768198","","711013002","3046995018","Unset","Assessment of tobacco use",NA,NA,NA,NA,NA,1,NA
"250370016","137E","137E.00","160614008","250370016","Personal Health and Social","Tobacco consumption unknown",NA,NA,NA,NA,NA,1,NA
"6282331000006114","^ESCTTO628233","","365981007","1206652017","Personal Health and Social","Tobacco smoking behaviour - finding",NA,NA,NA,NA,NA,1,NA
"12490821000006119","^ESCT1249082","","1087431000000102","2724161000000117","Unset","Refusal to give smoking status",NA,NA,NA,NA,NA,1,NA
"1746211000006111","EMISNQSM8","","1746211000006107","1746211000006111","Personal Health and Social","Smoking status at 12 weeks",NA,NA,NA,NA,NA,1,NA
"1809131000006111","EMISNQTO12","","228487000","1809131000006111","Personal Health and Social","Total time smoked",NA,NA,NA,NA,NA,1,NA
"1708051000000119","13p7","13p7.00","766931000000106","1708051000000119","Personal Health and Social","Smoking status at 12 weeks",NA,NA,NA,NA,NA,1,NA
"1780396011","137g","137g.00","401201003","1780396011","Personal Health and Social","Cigarette pack-years",NA,NA,NA,NA,NA,1,NA
"342574011","137n","137n.00","228487000","342574011","Personal Health and Social","Total time smoked",NA,NA,NA,NA,NA,1,NA
"4980581000006110","^ESCTAG498058","","228488005","342575012","Unset","Age at starting smoking",NA,NA,NA,NA,NA,1,NA
"2737011000000111","^ESCT1172093","","1092481000000104","2737011000000111","Unset","Number of calculated smoking pack years",NA,NA,NA,NA,NA,1,NA
"1484935015","13p2","13p2.00","390903004","1484935015","Personal Health and Social","Smoking status between 4 and 52 weeks",NA,NA,NA,NA,NA,1,NA
"137751000006112","EGTONSM2","","137751000006108","137751000006112","Personal Health and Social","Smoking Age",NA,NA,NA,NA,NA,1,NA
"5979551000006114","^ESCTSM597955","","308512009","451872013","Health management, screening and monitoring","Smoking monitoring status",NA,NA,NA,NA,NA,1,NA
"137811000006119","EGTON320","","137811000006103","137811000006119","Personal Health and Social","Smoking Status",NA,NA,NA,NA,NA,1,NA
"754761000000119","137k","137k.00","1098881000000103","2751171000000114","Personal Health and Social","Declined to give smoking status",NA,NA,NA,NA,NA,1,NA
"1484934016","13p1","13p1.00","390902009","1484934016","Personal Health and Social","Smoking status at 4 weeks",NA,NA,NA,NA,NA,1,NA
